gameid,league,year,split,date,playerid,side,position,player,team,champion,result,dragons,barons,towers,totalgold
ESPORTSTMNT06/330516,LCK,2017,Summer,2017-07-30 12:32:11,200,0,team,none,Afreeca Freecs,none,1,2.0,1.0,9.0,52870
ESPORTSTMNT06/330629,LCK,2017,Summer,2017-08-01 07:35:27,100,1,team,none,KT Rolster,none,1,4.0,2.0,11.0,106488
ESPORTSTMNT06/330629,LCK,2017,Summer,2017-08-01 07:35:27,200,0,team,none,Longzhu Gaming,none,0,1.0,2.0,3.0,100660
ESPORTSTMNT06/330639,LCK,2017,Summer,2017-08-01 09:05:37,100,1,team,none,Longzhu Gaming,none,0,0.0,0.0,0.0,41367
ESPORTSTMNT06/330639,LCK,2017,Summer,2017-08-01 09:05:37,200,0,team,none,KT Rolster,none,1,2.0,1.0,8.0,57368
ESPORTSTMNT06/330640,LCK,2017,Summer,2017-08-01 10:12:14,100,1,team,none,Samsung Galaxy,none,1,5.0,1.0,11.0,77318
ESPORTSTMNT06/330640,LCK,2017,Summer,2017-08-01 10:12:14,200,0,team,none,ROX Tigers,none,0,0.0,1.0,2.0,66399
ESPORTSTMNT06/330651,LCK,2017,Summer,2017-08-01 11:49:32,100,1,team,none,ROX Tigers,none,1,3.0,3.0,10.0,73651
ESPORTSTMNT06/330651,LCK,2017,Summer,2017-08-01 11:49:32,200,0,team,none,Samsung Galaxy,none,0,2.0,0.0,4.0,66855
ESPORTSTMNT06/330653,LCK,2017,Summer,2017-08-01 12:52:59,100,1,team,none,Samsung Galaxy,none,1,3.0,1.0,11.0,57439
ESPORTSTMNT06/330653,LCK,2017,Summer,2017-08-01 12:52:59,200,0,team,none,ROX Tigers,none,0,0.0,0.0,1.0,40348
ESPORTSTMNT06/330681,LCK,2017,Summer,2017-08-02 07:31:25,100,1,team,none,Ever8 Winners,none,0,0.0,0.0,1.0,71061
ESPORTSTMNT06/330681,LCK,2017,Summer,2017-08-02 07:31:25,200,0,team,none,Jin Air Green Wings,none,1,5.0,3.0,11.0,85253
ESPORTSTMNT06/330688,LCK,2017,Summer,2017-08-02 08:52:45,100,1,team,none,Jin Air Green Wings,none,1,2.0,2.0,9.0,78326
ESPORTSTMNT06/330688,LCK,2017,Summer,2017-08-02 08:52:45,200,0,team,none,Ever8 Winners,none,0,2.0,0.0,2.0,65999
ESPORTSTMNT06/330696,LCK,2017,Summer,2017-08-02 10:36:01,100,1,team,none,MVP,none,0,1.0,0.0,0.0,54886
ESPORTSTMNT06/330696,LCK,2017,Summer,2017-08-02 10:36:01,200,0,team,none,Afreeca Freecs,none,1,2.0,1.0,10.0,71360
ESPORTSTMNT06/330708,LCK,2017,Summer,2017-08-02 11:44:04,100,1,team,none,Afreeca Freecs,none,0,2.0,0.0,3.0,56796
ESPORTSTMNT06/330708,LCK,2017,Summer,2017-08-02 11:44:04,200,0,team,none,MVP,none,1,2.0,2.0,9.0,69902
ESPORTSTMNT06/330717,LCK,2017,Summer,2017-08-02 12:41:44,100,1,team,none,MVP,none,1,3.0,2.0,11.0,62023
ESPORTSTMNT06/330717,LCK,2017,Summer,2017-08-02 12:41:44,200,0,team,none,Afreeca Freecs,none,0,0.0,0.0,2.0,47521
ESPORTSTMNT06/330758,LCK,2017,Summer,2017-08-03 07:25:07,100,1,team,none,SK Telecom T1,none,1,4.0,1.0,9.0,62680
ESPORTSTMNT06/330758,LCK,2017,Summer,2017-08-03 07:25:07,200,0,team,none,KT Rolster,none,0,0.0,0.0,1.0,50467
ESPORTSTMNT06/330780,LCK,2017,Summer,2017-08-03 08:44:44,100,1,team,none,KT Rolster,none,1,2.0,1.0,11.0,59090
ESPORTSTMNT06/330780,LCK,2017,Summer,2017-08-03 08:44:44,200,0,team,none,SK Telecom T1,none,0,0.0,0.0,1.0,41606
ESPORTSTMNT06/330792,LCK,2017,Summer,2017-08-03 09:32:03,100,1,team,none,SK Telecom T1,none,1,3.0,1.0,10.0,64573
ESPORTSTMNT06/330792,LCK,2017,Summer,2017-08-03 09:32:03,200,0,team,none,KT Rolster,none,0,0.0,0.0,3.0,51637
ESPORTSTMNT06/330800,LCK,2017,Summer,2017-08-03 10:28:50,100,1,team,none,ROX Tigers,none,1,1.0,1.0,11.0,67456
ESPORTSTMNT06/330800,LCK,2017,Summer,2017-08-03 10:28:50,200,0,team,none,bbq Olivers,none,0,3.0,0.0,3.0,58231
ESPORTSTMNT06/330829,LCK,2017,Summer,2017-08-03 12:03:35,100,1,team,none,bbq Olivers,none,1,3.0,1.0,9.0,60826
ESPORTSTMNT06/330829,LCK,2017,Summer,2017-08-03 12:03:35,200,0,team,none,ROX Tigers,none,0,0.0,0.0,2.0,47683
ESPORTSTMNT06/330835,LCK,2017,Summer,2017-08-03 12:58:10,100,1,team,none,ROX Tigers,none,1,3.0,3.0,11.0,97762
ESPORTSTMNT06/330835,LCK,2017,Summer,2017-08-03 12:58:10,200,0,team,none,bbq Olivers,none,0,2.0,1.0,7.0,88618
ESPORTSTMNT06/330942,LCK,2017,Summer,2017-08-05 07:11:13,100,1,team,none,MVP,none,0,0.0,0.0,1.0,49849
ESPORTSTMNT06/330942,LCK,2017,Summer,2017-08-05 07:11:13,200,0,team,none,Ever8 Winners,none,1,2.0,2.0,10.0,66014
ESPORTSTMNT06/330962,LCK,2017,Summer,2017-08-05 08:42:07,100,1,team,none,Ever8 Winners,none,1,1.0,1.0,9.0,80803
ESPORTSTMNT06/330962,LCK,2017,Summer,2017-08-05 08:42:07,200,0,team,none,MVP,none,0,4.0,0.0,3.0,71123
ESPORTSTMNT06/330964,LCK,2017,Summer,2017-08-05 09:49:00,100,1,team,none,Afreeca Freecs,none,1,3.0,1.0,8.0,93429
ESPORTSTMNT06/330964,LCK,2017,Summer,2017-08-05 09:49:00,200,0,team,none,Jin Air Green Wings,none,0,2.0,1.0,10.0,87772
ESPORTSTMNT06/330987,LCK,2017,Summer,2017-08-05 12:01:52,100,1,team,none,Jin Air Green Wings,none,0,2.0,1.0,3.0,74093
ESPORTSTMNT06/330987,LCK,2017,Summer,2017-08-05 12:01:52,200,0,team,none,Afreeca Freecs,none,1,3.0,2.0,11.0,85366
ESPORTSTMNT06/331041,LCK,2017,Summer,2017-08-06 07:27:31,100,1,team,none,SK Telecom T1,none,0,0.0,0.0,2.0,44328
ESPORTSTMNT06/331041,LCK,2017,Summer,2017-08-06 07:27:31,200,0,team,none,bbq Olivers,none,1,3.0,1.0,7.0,51119
ESPORTSTMNT06/331046,LCK,2017,Summer,2017-08-06 08:39:25,100,1,team,none,bbq Olivers,none,0,1.0,0.0,3.0,67999
ESPORTSTMNT06/331046,LCK,2017,Summer,2017-08-06 08:39:25,200,0,team,none,SK Telecom T1,none,1,4.0,2.0,11.0,81442
ESPORTSTMNT06/331047,LCK,2017,Summer,2017-08-06 09:40:51,100,1,team,none,SK Telecom T1,none,1,1.0,1.0,8.0,67548
ESPORTSTMNT06/331047,LCK,2017,Summer,2017-08-06 09:40:51,200,0,team,none,bbq Olivers,none,0,1.0,0.0,3.0,58852
ESPORTSTMNT06/331049,LCK,2017,Summer,2017-08-06 10:43:48,100,1,team,none,Longzhu Gaming,none,1,4.0,1.0,10.0,87819
ESPORTSTMNT06/331049,LCK,2017,Summer,2017-08-06 10:43:48,200,0,team,none,Samsung Galaxy,none,0,0.0,1.0,3.0,75231
ESPORTSTMNT06/331064,LCK,2017,Summer,2017-08-06 12:21:51,100,1,team,none,Samsung Galaxy,none,0,1.0,0.0,2.0,60956
ESPORTSTMNT06/331064,LCK,2017,Summer,2017-08-06 12:21:51,200,0,team,none,Longzhu Gaming,none,1,2.0,2.0,11.0,76679
ESPORTSTMNT06/550331,LCK,2018,Spring,2018-01-17 07:24:00,100,1,team,none,Afreeca Freecs,none,1,2.0,3.0,9.0,95879
ESPORTSTMNT06/550331,LCK,2018,Spring,2018-01-17 07:24:00,200,0,team,none,KT Rolster,none,0,1.0,0.0,3.0,81519
ESPORTSTMNT06/550351,LCK,2018,Spring,2018-01-17 09:45:35,100,1,team,none,KT Rolster,none,1,2.0,1.0,9.0,79560
ESPORTSTMNT06/550351,LCK,2018,Spring,2018-01-17 09:45:35,200,0,team,none,Afreeca Freecs,none,0,1.0,0.0,4.0,71547
ESPORTSTMNT06/550356,LCK,2018,Spring,2018-01-17 10:51:47,100,1,team,none,Afreeca Freecs,none,1,2.0,2.0,11.0,76266
ESPORTSTMNT06/550356,LCK,2018,Spring,2018-01-17 10:51:47,200,0,team,none,KT Rolster,none,0,2.0,0.0,5.0,69333
ESPORTSTMNT06/550360,LCK,2018,Spring,2018-01-17 11:56:01,100,1,team,none,SK Telecom T1,none,1,3.0,1.0,8.0,87907
ESPORTSTMNT06/550360,LCK,2018,Spring,2018-01-17 11:56:01,200,0,team,none,ROX Tigers,none,0,1.0,1.0,3.0,74723
ESPORTSTMNT06/550369,LCK,2018,Spring,2018-01-17 13:29:25,100,1,team,none,ROX Tigers,none,1,3.0,1.0,11.0,66316
ESPORTSTMNT06/550369,LCK,2018,Spring,2018-01-17 13:29:25,200,0,team,none,SK Telecom T1,none,0,0.0,0.0,0.0,53527
ESPORTSTMNT06/550374,LCK,2018,Spring,2018-01-17 14:29:21,100,1,team,none,SK Telecom T1,none,1,2.0,1.0,10.0,62113
ESPORTSTMNT06/550374,LCK,2018,Spring,2018-01-17 14:29:21,200,0,team,none,ROX Tigers,none,0,0.0,0.0,0.0,43633
ESPORTSTMNT06/550425,LCK,2018,Spring,2018-01-18 07:28:45,100,1,team,none,Kongdoo Monster,none,1,3.0,2.0,11.0,68470
ESPORTSTMNT06/550425,LCK,2018,Spring,2018-01-18 07:28:45,200,0,team,none,bbq Olivers,none,0,0.0,0.0,2.0,58081
ESPORTSTMNT06/550432,LCK,2018,Spring,2018-01-18 08:42:40,100,1,team,none,bbq Olivers,none,1,2.0,1.0,11.0,89620
ESPORTSTMNT06/550432,LCK,2018,Spring,2018-01-18 08:42:40,200,0,team,none,Kongdoo Monster,none,0,0.0,0.0,1.0,72587
ESPORTSTMNT06/550433,LCK,2018,Spring,2018-01-18 09:51:31,100,1,team,none,Kongdoo Monster,none,0,0.0,0.0,4.0,66346
ESPORTSTMNT06/550433,LCK,2018,Spring,2018-01-18 09:51:31,200,0,team,none,bbq Olivers,none,1,4.0,2.0,10.0,82109
ESPORTSTMNT06/550441,LCK,2018,Spring,2018-01-18 10:58:33,100,1,team,none,Jin Air Green Wings,none,0,2.0,1.0,8.0,93825
ESPORTSTMNT06/550441,LCK,2018,Spring,2018-01-18 10:58:33,200,0,team,none,KSV eSports,none,1,4.0,1.0,9.0,99651
ESPORTSTMNT06/550454,LCK,2018,Spring,2018-01-18 12:39:17,100,1,team,none,KSV eSports,none,1,2.0,1.0,11.0,59941
ESPORTSTMNT06/550454,LCK,2018,Spring,2018-01-18 12:39:17,200,0,team,none,Jin Air Green Wings,none,0,0.0,0.0,1.0,42743
ESPORTSTMNT06/550585,LCK,2018,Spring,2018-01-20 07:27:34,100,1,team,none,KT Rolster,none,1,2.0,1.0,9.0,72320
ESPORTSTMNT06/550585,LCK,2018,Spring,2018-01-20 07:27:34,200,0,team,none,MVP,none,0,2.0,0.0,1.0,59588
ESPORTSTMNT06/550590,LCK,2018,Spring,2018-01-20 08:48:13,100,1,team,none,MVP,none,0,3.0,3.0,7.0,114651
ESPORTSTMNT06/550590,LCK,2018,Spring,2018-01-20 08:48:13,200,0,team,none,KT Rolster,none,1,2.0,1.0,8.0,109356
ESPORTSTMNT06/550592,LCK,2018,Spring,2018-01-20 10:15:21,100,1,team,none,Jin Air Green Wings,none,0,2.0,0.0,4.0,80919
ESPORTSTMNT06/550592,LCK,2018,Spring,2018-01-20 10:15:21,200,0,team,none,SK Telecom T1,none,1,3.0,1.0,9.0,92511
ESPORTSTMNT06/550608,LCK,2018,Spring,2018-01-20 11:57:47,100,1,team,none,SK Telecom T1,none,0,3.0,2.0,7.0,99891
ESPORTSTMNT06/550608,LCK,2018,Spring,2018-01-20 11:57:47,200,0,team,none,Jin Air Green Wings,none,1,2.0,1.0,9.0,97083
ESPORTSTMNT06/540592,LCK,2018,Spring,2018-01-20 13:13:53,100,1,team,none,Jin Air Green Wings,none,1,3.0,3.0,7.0,180057
ESPORTSTMNT06/540592,LCK,2018,Spring,2018-01-20 13:13:53,200,0,team,none,SK Telecom T1,none,0,7.0,6.0,11.0,174571
ESPORTSTMNT06/550765,LCK,2018,Spring,2018-01-23 07:48:37,100,1,team,none,Afreeca Freecs,none,0,3.0,0.0,1.0,61726
ESPORTSTMNT06/550765,LCK,2018,Spring,2018-01-23 07:48:37,200,0,team,none,Kingzone DragonX,none,1,1.0,2.0,11.0,76836
ESPORTSTMNT06/550768,LCK,2018,Spring,2018-01-23 08:47:46,100,1,team,none,Kingzone DragonX,none,1,4.0,2.0,11.0,77796
ESPORTSTMNT06/550768,LCK,2018,Spring,2018-01-23 08:47:46,200,0,team,none,Afreeca Freecs,none,0,0.0,0.0,1.0,59640
ESPORTSTMNT06/550789,LCK,2018,Spring,2018-01-23 10:45:29,100,1,team,none,bbq Olivers,none,1,2.0,1.0,11.0,74434
ESPORTSTMNT06/550789,LCK,2018,Spring,2018-01-23 10:45:29,200,0,team,none,ROX Tigers,none,0,1.0,0.0,2.0,59946
ESPORTSTMNT06/550791,LCK,2018,Spring,2018-01-23 11:45:16,100,1,team,none,ROX Tigers,none,1,1.0,0.0,10.0,96811
ESPORTSTMNT06/550791,LCK,2018,Spring,2018-01-23 11:45:16,200,0,team,none,bbq Olivers,none,0,3.0,3.0,8.0,100283
ESPORTSTMNT06/540826,LCK,2018,Spring,2018-01-23 12:58:47,100,1,team,none,bbq Olivers,none,0,1.0,0.0,3.0,57777
ESPORTSTMNT06/540826,LCK,2018,Spring,2018-01-23 12:58:47,200,0,team,none,ROX Tigers,none,1,1.0,1.0,9.0,67182
ESPORTSTMNT06/540842,LCK,2018,Spring,2018-01-24 07:17:07,100,1,team,none,Jin Air Green Wings,none,1,2.0,1.0,11.0,65867
ESPORTSTMNT06/540842,LCK,2018,Spring,2018-01-24 07:17:07,200,0,team,none,MVP,none,0,1.0,0.0,0.0,49636
ESPORTSTMNT06/540851,LCK,2018,Spring,2018-01-24 08:43:01,100,1,team,none,MVP,none,0,1.0,0.0,1.0,68356
ESPORTSTMNT06/540851,LCK,2018,Spring,2018-01-24 08:43:01,200,0,team,none,Jin Air Green Wings,none,1,4.0,2.0,11.0,83612
ESPORTSTMNT06/540853,LCK,2018,Spring,2018-01-24 09:46:02,100,1,team,none,KT Rolster,none,1,2.0,1.0,11.0,70739
ESPORTSTMNT06/540853,LCK,2018,Spring,2018-01-24 09:46:02,200,0,team,none,SK Telecom T1,none,0,1.0,0.0,0.0,57226
ESPORTSTMNT06/540885,LCK,2018,Spring,2018-01-24 12:04:52,100,1,team,none,SK Telecom T1,none,1,2.0,2.0,11.0,68858
ESPORTSTMNT06/540885,LCK,2018,Spring,2018-01-24 12:04:52,200,0,team,none,KT Rolster,none,0,1.0,0.0,3.0,53990
ESPORTSTMNT06/540892,LCK,2018,Spring,2018-01-24 12:42:50,100,1,team,none,KT Rolster,none,1,2.0,1.0,7.0,78352
ESPORTSTMNT06/540892,LCK,2018,Spring,2018-01-24 12:42:50,200,0,team,none,SK Telecom T1,none,0,3.0,1.0,6.0,80966
ESPORTSTMNT06/550936,LCK,2018,Spring,2018-01-25 07:41:49,100,1,team,none,ROX Tigers,none,1,1.0,2.0,11.0,76441
ESPORTSTMNT06/550936,LCK,2018,Spring,2018-01-25 07:41:49,200,0,team,none,Kongdoo Monster,none,0,2.0,0.0,1.0,60918
ESPORTSTMNT06/550946,LCK,2018,Spring,2018-01-25 08:42:23,100,1,team,none,Kongdoo Monster,none,1,0.0,0.0,7.0,87899
ESPORTSTMNT06/550946,LCK,2018,Spring,2018-01-25 08:42:23,200,0,team,none,ROX Tigers,none,0,5.0,3.0,10.0,100023
ESPORTSTMNT06/550950,LCK,2018,Spring,2018-01-25 10:00:13,100,1,team,none,ROX Tigers,none,1,2.0,1.0,11.0,101767
ESPORTSTMNT06/550950,LCK,2018,Spring,2018-01-25 10:00:13,200,0,team,none,Kongdoo Monster,none,0,0.0,1.0,4.0,88456
ESPORTSTMNT06/550954,LCK,2018,Spring,2018-01-25 11:14:15,100,1,team,none,KSV eSports,none,0,1.0,0.0,1.0,86931
ESPORTSTMNT06/550954,LCK,2018,Spring,2018-01-25 11:14:15,200,0,team,none,Afreeca Freecs,none,1,3.0,2.0,11.0,100802
ESPORTSTMNT06/550969,LCK,2018,Spring,2018-01-25 12:57:28,100,1,team,none,Afreeca Freecs,none,0,5.0,5.0,11.0,147262
ESPORTSTMNT06/550969,LCK,2018,Spring,2018-01-25 12:57:28,200,0,team,none,KSV eSports,none,1,0.0,0.0,7.0,138324
ESPORTSTMNT06/550970,LCK,2018,Spring,2018-01-25 14:32:34,100,1,team,none,KSV eSports,none,1,2.0,1.0,11.0,61450
ESPORTSTMNT06/550970,LCK,2018,Spring,2018-01-25 14:32:34,200,0,team,none,Afreeca Freecs,none,0,0.0,0.0,4.0,53530
ESPORTSTMNT06/551027,LCK,2018,Spring,2018-01-26 07:42:05,100,1,team,none,Kingzone DragonX,none,1,5.0,1.0,8.0,103338
ESPORTSTMNT06/551027,LCK,2018,Spring,2018-01-26 07:42:05,200,0,team,none,SK Telecom T1,none,0,1.0,1.0,5.0,97273
ESPORTSTMNT06/551040,LCK,2018,Spring,2018-01-26 09:02:41,100,1,team,none,SK Telecom T1,none,0,0.0,0.0,0.0,45501
ESPORTSTMNT06/551040,LCK,2018,Spring,2018-01-26 09:02:41,200,0,team,none,Kingzone DragonX,none,1,3.0,1.0,10.0,63132
ESPORTSTMNT06/551065,LCK,2018,Spring,2018-01-26 10:45:38,100,1,team,none,KT Rolster,none,1,3.0,1.0,11.0,67268
ESPORTSTMNT06/551065,LCK,2018,Spring,2018-01-26 10:45:38,200,0,team,none,bbq Olivers,none,0,0.0,0.0,0.0,53767
ESPORTSTMNT06/551074,LCK,2018,Spring,2018-01-26 11:41:34,100,1,team,none,bbq Olivers,none,1,3.0,2.0,11.0,84798
ESPORTSTMNT06/551074,LCK,2018,Spring,2018-01-26 11:41:34,200,0,team,none,KT Rolster,none,0,0.0,0.0,1.0,68419
ESPORTSTMNT06/551082,LCK,2018,Spring,2018-01-26 12:43:04,100,1,team,none,KT Rolster,none,1,4.0,1.0,11.0,75922
ESPORTSTMNT06/551082,LCK,2018,Spring,2018-01-26 12:43:04,200,0,team,none,bbq Olivers,none,0,0.0,0.0,1.0,60997
ESPORTSTMNT06/551120,LCK,2018,Spring,2018-01-27 07:40:42,100,1,team,none,KSV eSports,none,0,2.0,0.0,1.0,53089
ESPORTSTMNT06/551120,LCK,2018,Spring,2018-01-27 07:40:42,200,0,team,none,Kongdoo Monster,none,1,1.0,1.0,10.0,67667
ESPORTSTMNT06/551124,LCK,2018,Spring,2018-01-27 08:42:51,100,1,team,none,Kongdoo Monster,none,1,2.0,2.0,9.0,91715
ESPORTSTMNT06/551124,LCK,2018,Spring,2018-01-27 08:42:51,200,0,team,none,KSV eSports,none,0,3.0,0.0,7.0,87506
ESPORTSTMNT06/551140,LCK,2018,Spring,2018-01-27 10:30:56,100,1,team,none,ROX Tigers,none,0,0.0,0.0,1.0,58011
ESPORTSTMNT06/551140,LCK,2018,Spring,2018-01-27 10:30:56,200,0,team,none,Afreeca Freecs,none,1,4.0,2.0,11.0,74882
ESPORTSTMNT06/551155,LCK,2018,Spring,2018-01-27 11:49:39,100,1,team,none,Afreeca Freecs,none,1,0.0,1.0,9.0,102331
ESPORTSTMNT06/551155,LCK,2018,Spring,2018-01-27 11:49:39,200,0,team,none,ROX Tigers,none,0,5.0,1.0,5.0,98998
ESPORTSTMNT06/551204,LCK,2018,Spring,2018-01-28 07:37:06,100,1,team,none,bbq Olivers,none,1,3.0,2.0,11.0,91449
ESPORTSTMNT06/551204,LCK,2018,Spring,2018-01-28 07:37:06,200,0,team,none,Jin Air Green Wings,none,0,1.0,0.0,5.0,79311
ESPORTSTMNT06/551206,LCK,2018,Spring,2018-01-28 08:51:12,100,1,team,none,Jin Air Green Wings,none,0,4.0,0.0,9.0,86679
ESPORTSTMNT06/551206,LCK,2018,Spring,2018-01-28 08:51:12,200,0,team,none,bbq Olivers,none,1,0.0,2.0,10.0,82334
ESPORTSTMNT06/551227,LCK,2018,Spring,2018-01-28 10:42:14,100,1,team,none,MVP,none,0,1.0,0.0,0.0,53674
ESPORTSTMNT06/551227,LCK,2018,Spring,2018-01-28 10:42:14,200,0,team,none,Kingzone DragonX,none,1,2.0,2.0,10.0,66470
ESPORTSTMNT06/551239,LCK,2018,Spring,2018-01-28 11:39:22,100,1,team,none,Kingzone DragonX,none,1,2.0,0.0,8.0,53276
ESPORTSTMNT06/551239,LCK,2018,Spring,2018-01-28 11:39:22,200,0,team,none,MVP,none,0,0.0,0.0,0.0,36985
ESPORTSTMNT06/541301,LCK,2018,Spring,2018-01-30 07:38:56,100,1,team,none,MVP,none,0,0.0,0.0,2.0,49121
ESPORTSTMNT06/541301,LCK,2018,Spring,2018-01-30 07:38:56,200,0,team,none,KSV eSports,none,1,3.0,1.0,8.0,57876
ESPORTSTMNT06/541307,LCK,2018,Spring,2018-01-30 08:37:19,100,1,team,none,KSV eSports,none,1,0.0,2.0,9.0,71220
ESPORTSTMNT06/541307,LCK,2018,Spring,2018-01-30 08:37:19,200,0,team,none,MVP,none,0,4.0,0.0,6.0,71189
ESPORTSTMNT06/541332,LCK,2018,Spring,2018-01-30 10:38:10,100,1,team,none,Kongdoo Monster,none,0,3.0,1.0,0.0,66413
ESPORTSTMNT06/541332,LCK,2018,Spring,2018-01-30 10:38:10,200,0,team,none,Jin Air Green Wings,none,1,2.0,1.0,11.0,82899
ESPORTSTMNT06/541346,LCK,2018,Spring,2018-01-30 11:49:19,100,1,team,none,Jin Air Green Wings,none,1,4.0,1.0,11.0,88975
ESPORTSTMNT06/541346,LCK,2018,Spring,2018-01-30 11:49:19,200,0,team,none,Kongdoo Monster,none,0,0.0,0.0,2.0,75851
ESPORTSTMNT06/541396,LCK,2018,Spring,2018-01-31 06:35:38,100,1,team,none,Kingzone DragonX,none,1,3.0,2.0,11.0,99352
ESPORTSTMNT06/541396,LCK,2018,Spring,2018-01-31 06:35:38,200,0,team,none,ROX Tigers,none,0,1.0,0.0,2.0,80734
ESPORTSTMNT06/541425,LCK,2018,Spring,2018-01-31 09:01:19,100,1,team,none,ROX Tigers,none,0,0.0,0.0,0.0,45047
ESPORTSTMNT06/541425,LCK,2018,Spring,2018-01-31 09:01:19,200,0,team,none,Kingzone DragonX,none,1,3.0,1.0,11.0,61651
ESPORTSTMNT06/541432,LCK,2018,Spring,2018-01-31 09:51:58,100,1,team,none,Afreeca Freecs,none,1,5.0,1.0,11.0,80680
ESPORTSTMNT06/541432,LCK,2018,Spring,2018-01-31 09:51:58,200,0,team,none,bbq Olivers,none,0,0.0,0.0,1.0,67935
ESPORTSTMNT06/541445,LCK,2018,Spring,2018-01-31 11:48:29,100,1,team,none,bbq Olivers,none,0,0.0,0.0,2.0,57424
ESPORTSTMNT06/541445,LCK,2018,Spring,2018-01-31 11:48:29,200,0,team,none,Afreeca Freecs,none,1,3.0,2.0,11.0,73795
ESPORTSTMNT06/551553,LCK,2018,Spring,2018-02-01 06:59:23,100,1,team,none,KT Rolster,none,1,4.0,1.0,11.0,83573
ESPORTSTMNT06/551553,LCK,2018,Spring,2018-02-01 06:59:23,200,0,team,none,Jin Air Green Wings,none,0,1.0,0.0,5.0,76458
ESPORTSTMNT06/551568,LCK,2018,Spring,2018-02-01 08:57:42,100,1,team,none,Jin Air Green Wings,none,0,0.0,0.0,0.0,54874
ESPORTSTMNT06/551568,LCK,2018,Spring,2018-02-01 08:57:42,200,0,team,none,KT Rolster,none,1,3.0,2.0,11.0,72683
ESPORTSTMNT06/551575,LCK,2018,Spring,2018-02-01 10:15:34,100,1,team,none,MVP,none,1,3.0,2.0,10.0,77142
ESPORTSTMNT06/551575,LCK,2018,Spring,2018-02-01 10:15:34,200,0,team,none,SK Telecom T1,none,0,1.0,0.0,1.0,59770
ESPORTSTMNT06/551601,LCK,2018,Spring,2018-02-01 11:46:51,100,1,team,none,SK Telecom T1,none,1,2.0,2.0,11.0,90313
ESPORTSTMNT06/551601,LCK,2018,Spring,2018-02-01 11:46:51,200,0,team,none,MVP,none,0,3.0,0.0,3.0,75721
ESPORTSTMNT06/551605,LCK,2018,Spring,2018-02-01 12:53:49,100,1,team,none,MVP,none,1,5.0,3.0,10.0,101473
ESPORTSTMNT06/551605,LCK,2018,Spring,2018-02-01 12:53:49,200,0,team,none,SK Telecom T1,none,0,1.0,0.0,3.0,86864
ESPORTSTMNT06/551709,LCK,2018,Spring,2018-02-03 07:05:04,100,1,team,none,Kingzone DragonX,none,1,3.0,2.0,11.0,69860
ESPORTSTMNT06/551709,LCK,2018,Spring,2018-02-03 07:05:04,200,0,team,none,Kongdoo Monster,none,0,0.0,0.0,0.0,48427
ESPORTSTMNT06/551729,LCK,2018,Spring,2018-02-03 08:43:55,100,1,team,none,Kongdoo Monster,none,0,0.0,0.0,0.0,51272
ESPORTSTMNT06/551729,LCK,2018,Spring,2018-02-03 08:43:55,200,0,team,none,Kingzone DragonX,none,1,3.0,1.0,10.0,68019
ESPORTSTMNT06/551744,LCK,2018,Spring,2018-02-03 10:38:51,100,1,team,none,KSV eSports,none,0,4.0,0.0,2.0,70259
ESPORTSTMNT06/551744,LCK,2018,Spring,2018-02-03 10:38:51,200,0,team,none,bbq Olivers,none,1,0.0,1.0,10.0,79699
ESPORTSTMNT06/551756,LCK,2018,Spring,2018-02-03 11:50:19,100,1,team,none,bbq Olivers,none,0,1.0,2.0,9.0,94047
ESPORTSTMNT06/551756,LCK,2018,Spring,2018-02-03 11:50:19,200,0,team,none,KSV eSports,none,1,4.0,1.0,6.0,88601
ESPORTSTMNT06/551761,LCK,2018,Spring,2018-02-03 13:03:24,100,1,team,none,KSV eSports,none,1,2.0,2.0,11.0,83899
ESPORTSTMNT06/551761,LCK,2018,Spring,2018-02-03 13:03:24,200,0,team,none,bbq Olivers,none,0,2.0,1.0,3.0,76963
ESPORTSTMNT06/551840,LCK,2018,Spring,2018-02-04 07:43:19,100,1,team,none,ROX Tigers,none,0,0.0,0.0,1.0,54336
ESPORTSTMNT06/551840,LCK,2018,Spring,2018-02-04 07:43:19,200,0,team,none,KT Rolster,none,1,3.0,1.0,11.0,74075
ESPORTSTMNT06/551846,LCK,2018,Spring,2018-02-04 08:46:19,100,1,team,none,KT Rolster,none,0,2.0,0.0,3.0,57206
ESPORTSTMNT06/551846,LCK,2018,Spring,2018-02-04 08:46:19,200,0,team,none,ROX Tigers,none,1,1.0,1.0,8.0,63811
ESPORTSTMNT06/551848,LCK,2018,Spring,2018-02-04 09:43:45,100,1,team,none,ROX Tigers,none,0,1.0,0.0,5.0,70850
ESPORTSTMNT06/551848,LCK,2018,Spring,2018-02-04 09:43:45,200,0,team,none,KT Rolster,none,1,1.0,1.0,11.0,77527
ESPORTSTMNT06/551862,LCK,2018,Spring,2018-02-04 11:21:00,100,1,team,none,SK Telecom T1,none,0,2.0,0.0,0.0,71571
ESPORTSTMNT06/551862,LCK,2018,Spring,2018-02-04 11:21:00,200,0,team,none,Afreeca Freecs,none,1,3.0,2.0,10.0,92785
ESPORTSTMNT06/551868,LCK,2018,Spring,2018-02-04 12:26:26,100,1,team,none,Afreeca Freecs,none,1,4.0,2.0,11.0,79989
ESPORTSTMNT06/551868,LCK,2018,Spring,2018-02-04 12:26:26,200,0,team,none,SK Telecom T1,none,0,1.0,0.0,1.0,66687
