gameid,league,year,split,date,playerid,side,position,player,team,champion,result,dragons,barons,towers,totalgold
ESPORTSTMNT06/290077,LCK,2017,Summer,2017-06-27 12:05:05,100,1,team,none,SK Telecom T1,none,1,2.0,1.0,6.0,80618
ESPORTSTMNT06/290077,LCK,2017,Summer,2017-06-27 12:05:05,200,0,team,none,KT Rolster,none,0,2.0,2.0,9.0,81260
ESPORTSTMNT06/290083,LCK,2017,Summer,2017-06-27 13:11:32,100,1,team,none,KT Rolster,none,0,1.0,1.0,5.0,77271
ESPORTSTMNT06/290083,LCK,2017,Summer,2017-06-27 13:11:32,200,0,team,none,SK Telecom T1,none,1,4.0,2.0,11.0,87789
ESPORTSTMNT06/280133,LCK,2017,Summer,2017-06-28 07:32:30,100,1,team,none,Samsung Galaxy,none,0,0.0,0.0,1.0,62442
ESPORTSTMNT06/280133,LCK,2017,Summer,2017-06-28 07:32:30,200,0,team,none,Longzhu Gaming,none,1,4.0,2.0,11.0,76885
ESPORTSTMNT06/280138,LCK,2017,Summer,2017-06-28 08:49:07,100,1,team,none,Longzhu Gaming,none,0,0.0,2.0,4.0,106003
ESPORTSTMNT06/280138,LCK,2017,Summer,2017-06-28 08:49:07,200,0,team,none,Samsung Galaxy,none,1,6.0,3.0,11.0,107178
ESPORTSTMNT06/280143,LCK,2017,Summer,2017-06-28 10:11:44,100,1,team,none,Samsung Galaxy,none,1,3.0,1.0,10.0,62003
ESPORTSTMNT06/280143,LCK,2017,Summer,2017-06-28 10:11:44,200,0,team,none,Longzhu Gaming,none,0,1.0,0.0,5.0,52700
ESPORTSTMNT06/280155,LCK,2017,Summer,2017-06-28 11:34:42,100,1,team,none,Jin Air Green Wings,none,0,1.0,0.0,5.0,76953
ESPORTSTMNT06/280155,LCK,2017,Summer,2017-06-28 11:34:42,200,0,team,none,Afreeca Freecs,none,1,3.0,1.0,10.0,84331
ESPORTSTMNT06/280164,LCK,2017,Summer,2017-06-28 12:40:05,100,1,team,none,Afreeca Freecs,none,1,2.0,1.0,7.0,52775
ESPORTSTMNT06/280164,LCK,2017,Summer,2017-06-28 12:40:05,200,0,team,none,Jin Air Green Wings,none,0,0.0,0.0,1.0,41254
ESPORTSTMNT06/280202,LCK,2017,Summer,2017-06-29 07:30:04,100,1,team,none,bbq Olivers,none,0,0.0,0.0,4.0,68396
ESPORTSTMNT06/280202,LCK,2017,Summer,2017-06-29 07:30:04,200,0,team,none,MVP,none,1,4.0,3.0,9.0,81753
ESPORTSTMNT06/280219,LCK,2017,Summer,2017-06-29 08:56:15,100,1,team,none,MVP,none,1,3.0,1.0,7.0,57190
ESPORTSTMNT06/280219,LCK,2017,Summer,2017-06-29 08:56:15,200,0,team,none,bbq Olivers,none,0,0.0,0.0,3.0,47540
ESPORTSTMNT06/280255,LCK,2017,Summer,2017-06-29 10:25:31,100,1,team,none,KT Rolster,none,1,2.0,1.0,11.0,68320
ESPORTSTMNT06/280255,LCK,2017,Summer,2017-06-29 10:25:31,200,0,team,none,ROX Tigers,none,0,1.0,0.0,1.0,51487
ESPORTSTMNT06/280273,LCK,2017,Summer,2017-06-29 11:40:48,100,1,team,none,ROX Tigers,none,1,2.0,1.0,11.0,57609
ESPORTSTMNT06/280273,LCK,2017,Summer,2017-06-29 11:40:48,200,0,team,none,KT Rolster,none,0,1.0,0.0,1.0,43126
ESPORTSTMNT06/280283,LCK,2017,Summer,2017-06-29 12:37:53,100,1,team,none,KT Rolster,none,0,1.0,0.0,5.0,63639
ESPORTSTMNT06/280283,LCK,2017,Summer,2017-06-29 12:37:53,200,0,team,none,ROX Tigers,none,1,3.0,2.0,8.0,69759
ESPORTSTMNT06/280419,LCK,2017,Summer,2017-07-01 07:32:57,100,1,team,none,Afreeca Freecs,none,1,4.0,3.0,11.0,84629
ESPORTSTMNT06/280419,LCK,2017,Summer,2017-07-01 07:32:57,200,0,team,none,Longzhu Gaming,none,0,1.0,0.0,1.0,67139
ESPORTSTMNT06/280425,LCK,2017,Summer,2017-07-01 08:52:14,100,1,team,none,Longzhu Gaming,none,1,4.0,2.0,10.0,69284
ESPORTSTMNT06/280425,LCK,2017,Summer,2017-07-01 08:52:14,200,0,team,none,Afreeca Freecs,none,0,0.0,0.0,2.0,53478
ESPORTSTMNT06/280426,LCK,2017,Summer,2017-07-01 09:48:08,100,1,team,none,Afreeca Freecs,none,0,0.0,0.0,2.0,58987
ESPORTSTMNT06/280426,LCK,2017,Summer,2017-07-01 09:48:08,200,0,team,none,Longzhu Gaming,none,1,4.0,1.0,10.0,74344
ESPORTSTMNT06/280436,LCK,2017,Summer,2017-07-01 11:11:40,100,1,team,none,Jin Air Green Wings,none,1,4.0,1.0,9.0,59422
ESPORTSTMNT06/280436,LCK,2017,Summer,2017-07-01 11:11:40,200,0,team,none,Samsung Galaxy,none,0,0.0,0.0,0.0,46821
ESPORTSTMNT06/280441,LCK,2017,Summer,2017-07-01 12:12:32,100,1,team,none,Samsung Galaxy,none,0,1.0,0.0,3.0,71018
ESPORTSTMNT06/280441,LCK,2017,Summer,2017-07-01 12:12:32,200,0,team,none,Jin Air Green Wings,none,1,4.0,2.0,9.0,82211
ESPORTSTMNT06/280519,LCK,2017,Summer,2017-07-02 07:29:25,100,1,team,none,bbq Olivers,none,1,1.0,1.0,11.0,58684
ESPORTSTMNT06/280519,LCK,2017,Summer,2017-07-02 07:29:25,200,0,team,none,Ever8 Winners,none,0,1.0,0.0,1.0,43815
ESPORTSTMNT06/280522,LCK,2017,Summer,2017-07-02 08:39:20,100,1,team,none,Ever8 Winners,none,1,0.0,2.0,11.0,76702
ESPORTSTMNT06/280522,LCK,2017,Summer,2017-07-02 08:39:20,200,0,team,none,bbq Olivers,none,0,3.0,0.0,3.0,67106
ESPORTSTMNT06/280523,LCK,2017,Summer,2017-07-02 09:45:33,100,1,team,none,bbq Olivers,none,1,3.0,1.0,11.0,57665
ESPORTSTMNT06/280523,LCK,2017,Summer,2017-07-02 09:45:33,200,0,team,none,Ever8 Winners,none,0,0.0,0.0,0.0,42671
ESPORTSTMNT06/280524,LCK,2017,Summer,2017-07-02 10:35:41,100,1,team,none,SK Telecom T1,none,1,4.0,2.0,11.0,89242
ESPORTSTMNT06/280524,LCK,2017,Summer,2017-07-02 10:35:41,200,0,team,none,MVP,none,0,1.0,0.0,0.0,67997
ESPORTSTMNT06/280539,LCK,2017,Summer,2017-07-02 12:10:19,100,1,team,none,MVP,none,0,2.0,0.0,7.0,67171
ESPORTSTMNT06/280539,LCK,2017,Summer,2017-07-02 12:10:19,200,0,team,none,SK Telecom T1,none,1,3.0,2.0,10.0,82278
ESPORTSTMNT06/310053,LCK,2017,Summer,2017-07-11 08:31:09,100,1,team,none,Longzhu Gaming,none,0,0.0,1.0,1.0,69727
ESPORTSTMNT06/310053,LCK,2017,Summer,2017-07-11 08:31:09,200,0,team,none,MVP,none,1,4.0,2.0,10.0,79808
ESPORTSTMNT06/310060,LCK,2017,Summer,2017-07-11 09:42:56,100,1,team,none,MVP,none,0,0.0,0.0,1.0,43564
ESPORTSTMNT06/310060,LCK,2017,Summer,2017-07-11 09:42:56,200,0,team,none,Longzhu Gaming,none,1,3.0,1.0,10.0,58064
ESPORTSTMNT06/310066,LCK,2017,Summer,2017-07-11 10:37:45,100,1,team,none,Longzhu Gaming,none,1,2.0,1.0,11.0,60160
ESPORTSTMNT06/310066,LCK,2017,Summer,2017-07-11 10:37:45,200,0,team,none,MVP,none,0,1.0,0.0,3.0,46048
ESPORTSTMNT06/310080,LCK,2017,Summer,2017-07-11 12:02:32,100,1,team,none,Ever8 Winners,none,0,2.0,1.0,7.0,80652
ESPORTSTMNT06/310080,LCK,2017,Summer,2017-07-11 12:02:32,200,0,team,none,Samsung Galaxy,none,1,3.0,1.0,11.0,83557
ESPORTSTMNT06/310088,LCK,2017,Summer,2017-07-11 13:17:21,100,1,team,none,Samsung Galaxy,none,1,3.0,1.0,11.0,58681
ESPORTSTMNT06/310088,LCK,2017,Summer,2017-07-11 13:17:21,200,0,team,none,Ever8 Winners,none,0,0.0,0.0,1.0,45054
ESPORTSTMNT06/310123,LCK,2017,Summer,2017-07-12 07:34:25,100,1,team,none,ROX Tigers,none,0,0.0,0.0,1.0,45588
ESPORTSTMNT06/310123,LCK,2017,Summer,2017-07-12 07:34:25,200,0,team,none,Afreeca Freecs,none,1,3.0,1.0,11.0,62837
ESPORTSTMNT06/310129,LCK,2017,Summer,2017-07-12 08:39:48,100,1,team,none,Afreeca Freecs,none,0,3.0,0.0,3.0,67069
ESPORTSTMNT06/310129,LCK,2017,Summer,2017-07-12 08:39:48,200,0,team,none,ROX Tigers,none,1,1.0,2.0,10.0,78865
ESPORTSTMNT06/310132,LCK,2017,Summer,2017-07-12 09:47:16,100,1,team,none,ROX Tigers,none,0,1.0,1.0,4.0,61916
ESPORTSTMNT06/310132,LCK,2017,Summer,2017-07-12 09:47:16,200,0,team,none,Afreeca Freecs,none,1,2.0,1.0,8.0,70163
ESPORTSTMNT06/310138,LCK,2017,Summer,2017-07-12 10:51:53,100,1,team,none,Jin Air Green Wings,none,0,1.0,1.0,2.0,65772
ESPORTSTMNT06/310138,LCK,2017,Summer,2017-07-12 10:51:53,200,0,team,none,KT Rolster,none,1,2.0,1.0,9.0,73614
ESPORTSTMNT06/310156,LCK,2017,Summer,2017-07-12 12:18:16,100,1,team,none,KT Rolster,none,0,5.0,1.0,11.0,103787
ESPORTSTMNT06/310156,LCK,2017,Summer,2017-07-12 12:18:16,200,0,team,none,Jin Air Green Wings,none,1,2.0,4.0,9.0,118761
ESPORTSTMNT06/310159,LCK,2017,Summer,2017-07-12 13:45:26,100,1,team,none,Jin Air Green Wings,none,0,0.0,0.0,0.0,42961
ESPORTSTMNT06/310159,LCK,2017,Summer,2017-07-12 13:45:26,200,0,team,none,KT Rolster,none,1,2.0,2.0,11.0,62528
ESPORTSTMNT06/300143,LCK,2017,Summer,2017-07-13 06:54:55,100,1,team,none,bbq Olivers,none,0,0.0,0.0,3.0,58453
ESPORTSTMNT06/300143,LCK,2017,Summer,2017-07-13 06:54:55,200,0,team,none,Longzhu Gaming,none,1,4.0,2.0,11.0,75231
ESPORTSTMNT06/300165,LCK,2017,Summer,2017-07-13 08:45:28,100,1,team,none,Longzhu Gaming,none,1,2.0,1.0,11.0,62442
ESPORTSTMNT06/300165,LCK,2017,Summer,2017-07-13 08:45:28,200,0,team,none,bbq Olivers,none,0,0.0,0.0,0.0,46071
ESPORTSTMNT06/300189,LCK,2017,Summer,2017-07-13 10:35:27,100,1,team,none,SK Telecom T1,none,0,1.0,1.0,7.0,73815
ESPORTSTMNT06/300189,LCK,2017,Summer,2017-07-13 10:35:27,200,0,team,none,Samsung Galaxy,none,1,3.0,2.0,9.0,80554
ESPORTSTMNT06/300195,LCK,2017,Summer,2017-07-13 11:49:35,100,1,team,none,Samsung Galaxy,none,1,1.0,1.0,11.0,54255
ESPORTSTMNT06/300195,LCK,2017,Summer,2017-07-13 11:49:35,200,0,team,none,SK Telecom T1,none,0,1.0,0.0,0.0,38984
ESPORTSTMNT06/300326,LCK,2017,Summer,2017-07-15 06:28:27,100,1,team,none,bbq Olivers,none,1,4.0,1.0,11.0,80844
ESPORTSTMNT06/300326,LCK,2017,Summer,2017-07-15 06:28:27,200,0,team,none,Jin Air Green Wings,none,0,1.0,1.0,3.0,66940
ESPORTSTMNT06/300361,LCK,2017,Summer,2017-07-15 08:49:41,100,1,team,none,Jin Air Green Wings,none,0,0.0,0.0,3.0,58771
ESPORTSTMNT06/300361,LCK,2017,Summer,2017-07-15 08:49:41,200,0,team,none,bbq Olivers,none,1,3.0,2.0,11.0,73900
ESPORTSTMNT06/300367,LCK,2017,Summer,2017-07-15 10:23:01,100,1,team,none,Afreeca Freecs,none,1,3.0,1.0,11.0,65678
ESPORTSTMNT06/300367,LCK,2017,Summer,2017-07-15 10:23:01,200,0,team,none,SK Telecom T1,none,0,0.0,1.0,1.0,54546
ESPORTSTMNT06/300389,LCK,2017,Summer,2017-07-15 11:41:52,100,1,team,none,SK Telecom T1,none,0,2.0,0.0,1.0,63059
ESPORTSTMNT06/300389,LCK,2017,Summer,2017-07-15 11:41:52,200,0,team,none,Afreeca Freecs,none,1,3.0,1.0,10.0,77936
ESPORTSTMNT06/310520,LCK,2017,Summer,2017-07-16 07:26:53,100,1,team,none,MVP,none,0,3.0,2.0,6.0,98374
ESPORTSTMNT06/310520,LCK,2017,Summer,2017-07-16 07:26:53,200,0,team,none,ROX Tigers,none,1,3.0,2.0,11.0,93223
ESPORTSTMNT06/310535,LCK,2017,Summer,2017-07-16 09:02:15,100,1,team,none,ROX Tigers,none,1,1.0,1.0,11.0,60030
ESPORTSTMNT06/310535,LCK,2017,Summer,2017-07-16 09:02:15,200,0,team,none,MVP,none,0,2.0,0.0,3.0,51248
ESPORTSTMNT06/310537,LCK,2017,Summer,2017-07-16 10:09:31,100,1,team,none,KT Rolster,none,1,2.0,1.0,11.0,59797
ESPORTSTMNT06/310537,LCK,2017,Summer,2017-07-16 10:09:31,200,0,team,none,Ever8 Winners,none,0,0.0,0.0,0.0,43303
ESPORTSTMNT06/310555,LCK,2017,Summer,2017-07-16 11:37:06,100,1,team,none,Ever8 Winners,none,1,1.0,1.0,8.0,83455
ESPORTSTMNT06/310555,LCK,2017,Summer,2017-07-16 11:37:06,200,0,team,none,KT Rolster,none,0,4.0,1.0,8.0,86883
ESPORTSTMNT06/310560,LCK,2017,Summer,2017-07-16 12:46:14,100,1,team,none,KT Rolster,none,1,3.0,1.0,10.0,60945
ESPORTSTMNT06/310560,LCK,2017,Summer,2017-07-16 12:46:14,200,0,team,none,Ever8 Winners,none,0,0.0,0.0,1.0,46320
ESPORTSTMNT06/300584,LCK,2017,Summer,2017-07-18 06:48:00,100,1,team,none,Jin Air Green Wings,none,1,1.0,1.0,11.0,56970
ESPORTSTMNT06/300584,LCK,2017,Summer,2017-07-18 06:48:00,200,0,team,none,SK Telecom T1,none,0,1.0,0.0,2.0,43385
ESPORTSTMNT06/300604,LCK,2017,Summer,2017-07-18 08:43:22,100,1,team,none,SK Telecom T1,none,0,0.0,0.0,2.0,58729
ESPORTSTMNT06/300604,LCK,2017,Summer,2017-07-18 08:43:22,200,0,team,none,Jin Air Green Wings,none,1,2.0,2.0,11.0,74311
ESPORTSTMNT06/300614,LCK,2017,Summer,2017-07-18 09:56:32,100,1,team,none,bbq Olivers,none,1,5.0,2.0,10.0,84201
ESPORTSTMNT06/300614,LCK,2017,Summer,2017-07-18 09:56:32,200,0,team,none,Afreeca Freecs,none,0,0.0,0.0,3.0,71712
ESPORTSTMNT06/300637,LCK,2017,Summer,2017-07-18 11:50:55,100,1,team,none,Afreeca Freecs,none,1,3.0,1.0,10.0,71472
ESPORTSTMNT06/300637,LCK,2017,Summer,2017-07-18 11:50:55,200,0,team,none,bbq Olivers,none,0,2.0,0.0,4.0,59646
ESPORTSTMNT06/300650,LCK,2017,Summer,2017-07-18 13:31:22,100,1,team,none,bbq Olivers,none,0,0.0,0.0,0.0,39883
ESPORTSTMNT06/300650,LCK,2017,Summer,2017-07-18 13:31:22,200,0,team,none,Afreeca Freecs,none,1,2.0,1.0,11.0,54878
ESPORTSTMNT06/310752,LCK,2017,Summer,2017-07-19 07:32:08,100,1,team,none,MVP,none,0,2.0,1.0,4.0,95754
ESPORTSTMNT06/310752,LCK,2017,Summer,2017-07-19 07:32:08,200,0,team,none,KT Rolster,none,1,4.0,2.0,11.0,99549
ESPORTSTMNT06/310759,LCK,2017,Summer,2017-07-19 09:03:01,100,1,team,none,KT Rolster,none,1,2.0,1.0,11.0,66206
ESPORTSTMNT06/310759,LCK,2017,Summer,2017-07-19 09:03:01,200,0,team,none,MVP,none,0,1.0,0.0,2.0,51830
ESPORTSTMNT06/310762,LCK,2017,Summer,2017-07-19 10:00:02,100,1,team,none,ROX Tigers,none,0,0.0,0.0,3.0,65246
ESPORTSTMNT06/310762,LCK,2017,Summer,2017-07-19 10:00:02,200,0,team,none,Ever8 Winners,none,1,3.0,2.0,10.0,76536
ESPORTSTMNT06/310782,LCK,2017,Summer,2017-07-19 11:54:27,100,1,team,none,Ever8 Winners,none,1,2.0,2.0,10.0,77697
ESPORTSTMNT06/310782,LCK,2017,Summer,2017-07-19 11:54:27,200,0,team,none,ROX Tigers,none,0,1.0,0.0,3.0,67035
ESPORTSTMNT06/300758,LCK,2017,Summer,2017-07-20 07:40:42,100,1,team,none,Longzhu Gaming,none,1,0.0,1.0,9.0,62405
ESPORTSTMNT06/300758,LCK,2017,Summer,2017-07-20 07:40:42,200,0,team,none,SK Telecom T1,none,0,2.0,0.0,2.0,51050
ESPORTSTMNT06/300762,LCK,2017,Summer,2017-07-20 08:41:34,100,1,team,none,SK Telecom T1,none,0,0.0,0.0,0.0,44298
ESPORTSTMNT06/300762,LCK,2017,Summer,2017-07-20 08:41:34,200,0,team,none,Longzhu Gaming,none,1,2.0,1.0,11.0,58476
ESPORTSTMNT06/300766,LCK,2017,Summer,2017-07-20 09:35:09,100,1,team,none,Samsung Galaxy,none,1,3.0,1.0,11.0,63268
ESPORTSTMNT06/300766,LCK,2017,Summer,2017-07-20 09:35:09,200,0,team,none,bbq Olivers,none,0,0.0,0.0,1.0,48407
ESPORTSTMNT06/300787,LCK,2017,Summer,2017-07-20 11:44:06,100,1,team,none,bbq Olivers,none,0,0.0,0.0,3.0,52419
ESPORTSTMNT06/300787,LCK,2017,Summer,2017-07-20 11:44:06,200,0,team,none,Samsung Galaxy,none,1,3.0,1.0,11.0,65726
ESPORTSTMNT06/300911,LCK,2017,Summer,2017-07-22 06:43:36,100,1,team,none,Samsung Galaxy,none,0,3.0,1.0,5.0,85908
ESPORTSTMNT06/300911,LCK,2017,Summer,2017-07-22 06:43:36,200,0,team,none,MVP,none,1,1.0,3.0,11.0,89171
ESPORTSTMNT06/300943,LCK,2017,Summer,2017-07-22 08:57:01,100,1,team,none,MVP,none,0,0.0,0.0,1.0,69023
ESPORTSTMNT06/300943,LCK,2017,Summer,2017-07-22 08:57:01,200,0,team,none,Samsung Galaxy,none,1,4.0,2.0,11.0,81703
ESPORTSTMNT06/300947,LCK,2017,Summer,2017-07-22 10:04:32,100,1,team,none,Samsung Galaxy,none,0,1.0,0.0,7.0,63674
ESPORTSTMNT06/300947,LCK,2017,Summer,2017-07-22 10:04:32,200,0,team,none,MVP,none,1,3.0,2.0,10.0,70636
ESPORTSTMNT06/300959,LCK,2017,Summer,2017-07-22 11:04:01,100,1,team,none,Ever8 Winners,none,0,0.0,0.0,1.0,43424
ESPORTSTMNT06/300959,LCK,2017,Summer,2017-07-22 11:04:01,200,0,team,none,Longzhu Gaming,none,1,3.0,1.0,11.0,57397
ESPORTSTMNT06/300975,LCK,2017,Summer,2017-07-22 12:23:25,100,1,team,none,Longzhu Gaming,none,1,2.0,1.0,11.0,55770
ESPORTSTMNT06/300975,LCK,2017,Summer,2017-07-22 12:23:25,200,0,team,none,Ever8 Winners,none,0,0.0,0.0,0.0,39022
ESPORTSTMNT06/301031,LCK,2017,Summer,2017-07-23 07:23:32,100,1,team,none,KT Rolster,none,1,3.0,1.0,11.0,66449
ESPORTSTMNT06/301031,LCK,2017,Summer,2017-07-23 07:23:32,200,0,team,none,Afreeca Freecs,none,0,0.0,0.0,1.0,48557
ESPORTSTMNT06/301039,LCK,2017,Summer,2017-07-23 08:41:23,100,1,team,none,Afreeca Freecs,none,1,5.0,2.0,11.0,78419
ESPORTSTMNT06/301039,LCK,2017,Summer,2017-07-23 08:41:23,200,0,team,none,KT Rolster,none,0,0.0,0.0,1.0,64142
ESPORTSTMNT06/301041,LCK,2017,Summer,2017-07-23 09:43:14,100,1,team,none,KT Rolster,none,1,2.0,1.0,11.0,58367
ESPORTSTMNT06/301041,LCK,2017,Summer,2017-07-23 09:43:14,200,0,team,none,Afreeca Freecs,none,0,0.0,0.0,1.0,39664
ESPORTSTMNT06/301044,LCK,2017,Summer,2017-07-23 10:45:50,100,1,team,none,Jin Air Green Wings,none,1,2.0,1.0,10.0,59664
ESPORTSTMNT06/301044,LCK,2017,Summer,2017-07-23 10:45:50,200,0,team,none,ROX Tigers,none,0,1.0,0.0,0.0,41452
ESPORTSTMNT06/301056,LCK,2017,Summer,2017-07-23 11:54:39,100,1,team,none,ROX Tigers,none,0,1.0,1.0,3.0,91813
ESPORTSTMNT06/301056,LCK,2017,Summer,2017-07-23 11:54:39,200,0,team,none,Jin Air Green Wings,none,1,5.0,2.0,11.0,103880
ESPORTSTMNT06/320036,LCK,2017,Summer,2017-07-25 07:22:02,100,1,team,none,Samsung Galaxy,none,1,3.0,2.0,11.0,64117
ESPORTSTMNT06/320036,LCK,2017,Summer,2017-07-25 07:22:02,200,0,team,none,KT Rolster,none,0,1.0,0.0,4.0,55469
ESPORTSTMNT06/320046,LCK,2017,Summer,2017-07-25 08:42:37,100,1,team,none,KT Rolster,none,1,1.0,1.0,9.0,52961
ESPORTSTMNT06/320046,LCK,2017,Summer,2017-07-25 08:42:37,200,0,team,none,Samsung Galaxy,none,0,1.0,0.0,0.0,38602
ESPORTSTMNT06/320047,LCK,2017,Summer,2017-07-25 09:30:19,100,1,team,none,Samsung Galaxy,none,0,1.0,0.0,2.0,45591
ESPORTSTMNT06/320047,LCK,2017,Summer,2017-07-25 09:30:19,200,0,team,none,KT Rolster,none,1,0.0,1.0,7.0,54748
ESPORTSTMNT06/320051,LCK,2017,Summer,2017-07-25 10:37:31,100,1,team,none,ROX Tigers,none,0,1.0,0.0,2.0,54541
ESPORTSTMNT06/320051,LCK,2017,Summer,2017-07-25 10:37:31,200,0,team,none,Longzhu Gaming,none,1,2.0,1.0,11.0,67640
ESPORTSTMNT06/320062,LCK,2017,Summer,2017-07-25 11:49:19,100,1,team,none,Longzhu Gaming,none,1,0.0,0.0,7.0,47134
ESPORTSTMNT06/320062,LCK,2017,Summer,2017-07-25 11:49:19,200,0,team,none,ROX Tigers,none,0,1.0,0.0,1.0,39140
ESPORTSTMNT06/330110,LCK,2017,Summer,2017-07-26 07:37:15,100,1,team,none,MVP,none,0,0.0,0.0,0.0,48609
ESPORTSTMNT06/330110,LCK,2017,Summer,2017-07-26 07:37:15,200,0,team,none,bbq Olivers,none,1,3.0,1.0,10.0,64025
ESPORTSTMNT06/330112,LCK,2017,Summer,2017-07-26 08:41:47,100,1,team,none,bbq Olivers,none,0,0.0,1.0,3.0,60239
ESPORTSTMNT06/330112,LCK,2017,Summer,2017-07-26 08:41:47,200,0,team,none,MVP,none,1,3.0,1.0,10.0,68692
ESPORTSTMNT06/330115,LCK,2017,Summer,2017-07-26 10:02:57,100,1,team,none,MVP,none,1,4.0,1.0,9.0,72049
ESPORTSTMNT06/330115,LCK,2017,Summer,2017-07-26 10:02:57,200,0,team,none,bbq Olivers,none,0,0.0,0.0,1.0,59462
ESPORTSTMNT06/330118,LCK,2017,Summer,2017-07-26 10:55:13,100,1,team,none,Ever8 Winners,none,0,1.0,0.0,4.0,62238
ESPORTSTMNT06/330118,LCK,2017,Summer,2017-07-26 10:55:13,200,0,team,none,SK Telecom T1,none,1,1.0,1.0,11.0,70398
ESPORTSTMNT06/330140,LCK,2017,Summer,2017-07-26 12:20:15,100,1,team,none,SK Telecom T1,none,1,3.0,1.0,11.0,59021
ESPORTSTMNT06/330140,LCK,2017,Summer,2017-07-26 12:20:15,200,0,team,none,Ever8 Winners,none,0,0.0,0.0,0.0,45669
ESPORTSTMNT06/320173,LCK,2017,Summer,2017-07-27 07:29:56,100,1,team,none,Samsung Galaxy,none,1,1.0,1.0,11.0,58148
ESPORTSTMNT06/320173,LCK,2017,Summer,2017-07-27 07:29:56,200,0,team,none,Afreeca Freecs,none,0,2.0,0.0,1.0,44332
ESPORTSTMNT06/320181,LCK,2017,Summer,2017-07-27 08:39:55,100,1,team,none,Afreeca Freecs,none,0,0.0,0.0,1.0,54747
ESPORTSTMNT06/320181,LCK,2017,Summer,2017-07-27 08:39:55,200,0,team,none,Samsung Galaxy,none,1,3.0,1.0,10.0,67276
ESPORTSTMNT06/320200,LCK,2017,Summer,2017-07-27 10:25:11,100,1,team,none,Longzhu Gaming,none,1,2.0,1.0,8.0,57613
ESPORTSTMNT06/320200,LCK,2017,Summer,2017-07-27 10:25:11,200,0,team,none,Jin Air Green Wings,none,0,1.0,0.0,3.0,48201
ESPORTSTMNT06/320214,LCK,2017,Summer,2017-07-27 11:43:59,100,1,team,none,Jin Air Green Wings,none,1,2.0,2.0,10.0,89110
ESPORTSTMNT06/320214,LCK,2017,Summer,2017-07-27 11:43:59,200,0,team,none,Longzhu Gaming,none,0,3.0,1.0,7.0,80307
ESPORTSTMNT06/320219,LCK,2017,Summer,2017-07-27 12:57:19,100,1,team,none,Longzhu Gaming,none,1,3.0,1.0,11.0,67227
ESPORTSTMNT06/320219,LCK,2017,Summer,2017-07-27 12:57:19,200,0,team,none,Jin Air Green Wings,none,0,0.0,1.0,2.0,49643
ESPORTSTMNT06/320256,LCK,2017,Summer,2017-07-28 07:32:20,100,1,team,none,KT Rolster,none,1,4.0,2.0,11.0,72135
ESPORTSTMNT06/320256,LCK,2017,Summer,2017-07-28 07:32:20,200,0,team,none,bbq Olivers,none,0,0.0,0.0,2.0,58491
ESPORTSTMNT06/320274,LCK,2017,Summer,2017-07-28 08:42:57,100,1,team,none,bbq Olivers,none,1,3.0,3.0,11.0,101121
ESPORTSTMNT06/320274,LCK,2017,Summer,2017-07-28 08:42:57,200,0,team,none,KT Rolster,none,0,2.0,1.0,6.0,99803
ESPORTSTMNT06/320291,LCK,2017,Summer,2017-07-28 10:04:07,100,1,team,none,KT Rolster,none,1,2.0,1.0,10.0,60709
ESPORTSTMNT06/320291,LCK,2017,Summer,2017-07-28 10:04:07,200,0,team,none,bbq Olivers,none,0,1.0,1.0,0.0,44243
ESPORTSTMNT06/320295,LCK,2017,Summer,2017-07-28 10:58:15,100,1,team,none,SK Telecom T1,none,1,5.0,2.0,10.0,80959
ESPORTSTMNT06/320295,LCK,2017,Summer,2017-07-28 10:58:15,200,0,team,none,ROX Tigers,none,0,0.0,0.0,2.0,63789
ESPORTSTMNT06/320322,LCK,2017,Summer,2017-07-28 12:28:39,100,1,team,none,ROX Tigers,none,0,0.0,0.0,3.0,57990
ESPORTSTMNT06/320322,LCK,2017,Summer,2017-07-28 12:28:39,200,0,team,none,SK Telecom T1,none,1,3.0,1.0,10.0,70970
ESPORTSTMNT06/330491,LCK,2017,Summer,2017-07-30 07:31:14,100,1,team,none,Jin Air Green Wings,none,1,1.0,0.0,8.0,78907
ESPORTSTMNT06/330491,LCK,2017,Summer,2017-07-30 07:31:14,200,0,team,none,MVP,none,0,3.0,2.0,4.0,71157
ESPORTSTMNT06/330501,LCK,2017,Summer,2017-07-30 08:51:34,100,1,team,none,MVP,none,1,3.0,1.0,6.0,81558
ESPORTSTMNT06/330501,LCK,2017,Summer,2017-07-30 08:51:34,200,0,team,none,Jin Air Green Wings,none,0,1.0,2.0,6.0,80117
ESPORTSTMNT06/330503,LCK,2017,Summer,2017-07-30 10:00:56,100,1,team,none,Jin Air Green Wings,none,0,3.0,0.0,8.0,83047
ESPORTSTMNT06/330503,LCK,2017,Summer,2017-07-30 10:00:56,200,0,team,none,MVP,none,1,2.0,3.0,8.0,88949
ESPORTSTMNT06/330506,LCK,2017,Summer,2017-07-30 11:14:29,100,1,team,none,Afreeca Freecs,none,1,3.0,1.0,9.0,57131
ESPORTSTMNT06/330506,LCK,2017,Summer,2017-07-30 11:14:29,200,0,team,none,Ever8 Winners,none,0,0.0,0.0,0.0,40720
ESPORTSTMNT06/330516,LCK,2017,Summer,2017-07-30 12:32:11,100,1,team,none,Ever8 Winners,none,0,0.0,0.0,2.0,42332
