gameid,league,year,split,date,playerid,side,position,player,team,champion,result,dragons,barons,towers
ESPORTSTMNT01/1051434,LCK,2019,Spring,2019-02-02 12:51:20,10,0,Support,Joker,Liiv SANDBOX,Galio,0,,,
ESPORTSTMNT01/1051434,LCK,2019,Spring,2019-02-02 12:51:20,100,1,team,,Griffin,,1,3.0,1.0,8.0
ESPORTSTMNT01/1051434,LCK,2019,Spring,2019-02-02 12:51:20,200,0,team,,Liiv SANDBOX,,0,1.0,0.0,1.0
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,1,1,Top,Rascal,Kingzone DragonX,Sion,1,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,2,1,Jungle,Cuzz,Kingzone DragonX,Jax,1,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,3,1,Middle,PawN,Kingzone DragonX,Akali,1,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,4,1,ADC,Deft,Kingzone DragonX,Sivir,1,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,5,1,Support,TusiN,Kingzone DragonX,Alistar,1,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,6,0,Top,CuVee,Gen.G,Kennen,0,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,7,0,Jungle,Peanut,Gen.G,Lee Sin,0,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,8,0,Middle,Fly,Gen.G,Urgot,0,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,9,0,ADC,Ruler,Gen.G,Kai'Sa,0,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,10,0,Support,Life,Gen.G,Braum,0,,,
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,100,1,team,,Kingzone DragonX,,1,2.0,0.0,7.0
ESPORTSTMNT01/1051679,LCK,2019,Spring,2019-02-03 07:36:46,200,0,team,,Gen.G,,0,3.0,1.0,5.0
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,1,1,Top,Roach,Gen.G,Urgot,1,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,2,1,Jungle,Peanut,Gen.G,Lee Sin,1,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,3,1,Middle,Fly,Gen.G,Zoe,1,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,4,1,ADC,Ruler,Gen.G,Kai'Sa,1,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,5,1,Support,Life,Gen.G,Braum,1,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,6,0,Top,Rascal,Kingzone DragonX,Ryze,0,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,7,0,Jungle,Cuzz,Kingzone DragonX,Sejuani,0,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,8,0,Middle,PawN,Kingzone DragonX,Talon,0,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,9,0,ADC,Deft,Kingzone DragonX,Ezreal,0,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,10,0,Support,TusiN,Kingzone DragonX,Tahm Kench,0,,,
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,100,1,team,,Gen.G,,1,3.0,1.0,10.0
ESPORTSTMNT01/1051686,LCK,2019,Spring,2019-02-03 08:58:07,200,0,team,,Kingzone DragonX,,0,0.0,0.0,3.0
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,1,1,Top,Rascal,Kingzone DragonX,Akali,1,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,2,1,Jungle,Cuzz,Kingzone DragonX,Xin Zhao,1,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,3,1,Middle,Naehyun,Kingzone DragonX,Lulu,1,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,4,1,ADC,Deft,Kingzone DragonX,Kai'Sa,1,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,5,1,Support,TusiN,Kingzone DragonX,Alistar,1,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,6,0,Top,Roach,Gen.G,Urgot,0,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,7,0,Jungle,Peanut,Gen.G,Lee Sin,0,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,8,0,Middle,Fly,Gen.G,Zoe,0,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,9,0,ADC,Ruler,Gen.G,Ezreal,0,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,10,0,Support,Life,Gen.G,Thresh,0,,,
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,100,1,team,,Kingzone DragonX,,1,3.0,1.0,8.0
ESPORTSTMNT01/1051688,LCK,2019,Spring,2019-02-03 09:47:59,200,0,team,,Gen.G,,0,3.0,1.0,9.0
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,1,1,Top,Khan,SK Telecom T1,Akali,1,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,2,1,Jungle,Clid,SK Telecom T1,Lee Sin,1,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,3,1,Middle,Faker,SK Telecom T1,Galio,1,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,4,1,ADC,Teddy,SK Telecom T1,Ezreal,1,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,5,1,Support,Mata,SK Telecom T1,Braum,1,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,6,0,Top,Thal,Hanwha Life Esports,Aatrox,0,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,7,0,Jungle,bonO,Hanwha Life Esports,Nocturne,0,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,8,0,Middle,Lava,Hanwha Life Esports,LeBlanc,0,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,9,0,ADC,Sangyoon,Hanwha Life Esports,Kalista,0,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,10,0,Support,Key,Hanwha Life Esports,Alistar,0,,,
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,100,1,team,,SK Telecom T1,,1,4.0,1.0,8.0
ESPORTSTMNT01/1051690,LCK,2019,Spring,2019-02-03 10:52:58,200,0,team,,Hanwha Life Esports,,0,0.0,0.0,0.0
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,1,1,Top,Thal,Hanwha Life Esports,Kennen,0,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,2,1,Jungle,bonO,Hanwha Life Esports,Lee Sin,0,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,3,1,Middle,Tempt,Hanwha Life Esports,Urgot,0,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,4,1,ADC,Sangyoon,Hanwha Life Esports,Kai'Sa,0,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,5,1,Support,Key,Hanwha Life Esports,Braum,0,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,6,0,Top,Khan,SK Telecom T1,Aatrox,1,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,7,0,Jungle,Clid,SK Telecom T1,Elise,1,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,8,0,Middle,Faker,SK Telecom T1,Sion,1,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,9,0,ADC,Teddy,SK Telecom T1,Ezreal,1,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,10,0,Support,Mata,SK Telecom T1,Tahm Kench,1,,,
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,100,1,team,,Hanwha Life Esports,,0,0.0,0.0,0.0
ESPORTSTMNT01/1051713,LCK,2019,Spring,2019-02-03 12:28:47,200,0,team,,SK Telecom T1,,1,2.0,0.0,9.0
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,1,1,Top,Thal,Hanwha Life Esports,Vladimir,1,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,2,1,Jungle,bonO,Hanwha Life Esports,Olaf,1,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,3,1,Middle,Tempt,Hanwha Life Esports,Zoe,1,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,4,1,ADC,Sangyoon,Hanwha Life Esports,Ashe,1,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,5,1,Support,Key,Hanwha Life Esports,Tahm Kench,1,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,6,0,Top,Roach,Gen.G,Karma,0,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,7,0,Jungle,Peanut,Gen.G,Nocturne,0,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,8,0,Middle,Fly,Gen.G,Lissandra,0,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,9,0,ADC,Ruler,Gen.G,Sivir,0,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,10,0,Support,Life,Gen.G,Braum,0,,,
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,100,1,team,,Hanwha Life Esports,,1,3.0,2.0,11.0
ESPORTSTMNT02/1000694,LCK,2019,Spring,2019-02-13 06:18:33,200,0,team,,Gen.G,,0,1.0,0.0,4.0
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,1,1,Top,CuVee,Gen.G,Karma,0,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,2,1,Jungle,Peanut,Gen.G,Lee Sin,0,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,3,1,Middle,Fly,Gen.G,Sion,0,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,4,1,ADC,Ruler,Gen.G,Kai'Sa,0,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,5,1,Support,Life,Gen.G,Gragas,0,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,6,0,Top,Thal,Hanwha Life Esports,Yorick,1,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,7,0,Jungle,bonO,Hanwha Life Esports,Olaf,1,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,8,0,Middle,Tempt,Hanwha Life Esports,Zoe,1,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,9,0,ADC,Sangyoon,Hanwha Life Esports,Ashe,1,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,10,0,Support,Key,Hanwha Life Esports,Tahm Kench,1,,,
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,100,1,team,,Gen.G,,0,0.0,0.0,1.0
ESPORTSTMNT02/1010765,LCK,2019,Spring,2019-02-13 08:52:11,200,0,team,,Hanwha Life Esports,,1,4.0,2.0,10.0
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,1,1,Top,Khan,SK Telecom T1,Viktor,0,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,2,1,Jungle,Clid,SK Telecom T1,Lee Sin,0,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,3,1,Middle,Faker,SK Telecom T1,Sylas,0,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,4,1,ADC,Teddy,SK Telecom T1,Kai'Sa,0,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,5,1,Support,Mata,SK Telecom T1,Gragas,0,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,6,0,Top,Rascal,Kingzone DragonX,Karma,1,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,7,0,Jungle,Cuzz,Kingzone DragonX,Aatrox,1,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,8,0,Middle,PawN,Kingzone DragonX,Azir,1,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,9,0,ADC,Deft,Kingzone DragonX,Ezreal,1,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,10,0,Support,TusiN,Kingzone DragonX,Tahm Kench,1,,,
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,100,1,team,,SK Telecom T1,,0,1.0,0.0,1.0
ESPORTSTMNT02/1000735,LCK,2019,Spring,2019-02-13 09:42:49,200,0,team,,Kingzone DragonX,,1,4.0,1.0,10.0
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,1,1,Top,Rascal,Kingzone DragonX,Cassiopeia,0,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,2,1,Jungle,Cuzz,Kingzone DragonX,Jax,0,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,3,1,Middle,PawN,Kingzone DragonX,LeBlanc,0,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,4,1,ADC,Deft,Kingzone DragonX,Kai'Sa,0,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,5,1,Support,TusiN,Kingzone DragonX,Alistar,0,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,6,0,Top,Khan,SK Telecom T1,Urgot,1,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,7,0,Jungle,Clid,SK Telecom T1,Jarvan IV,1,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,8,0,Middle,Faker,SK Telecom T1,Lissandra,1,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,9,0,ADC,Teddy,SK Telecom T1,Ezreal,1,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,10,0,Support,Mata,SK Telecom T1,Thresh,1,,,
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,100,1,team,,Kingzone DragonX,,0,1.0,0.0,1.0
ESPORTSTMNT02/1010799,LCK,2019,Spring,2019-02-13 11:52:50,200,0,team,,SK Telecom T1,,1,5.0,2.0,11.0
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,1,1,Top,Khan,SK Telecom T1,Fiora,1,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,2,1,Jungle,Clid,SK Telecom T1,Jarvan IV,1,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,3,1,Middle,Faker,SK Telecom T1,Zoe,1,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,4,1,ADC,Teddy,SK Telecom T1,Ezreal,1,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,5,1,Support,Mata,SK Telecom T1,Tahm Kench,1,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,6,0,Top,Rascal,Kingzone DragonX,Sylas,0,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,7,0,Jungle,Cuzz,Kingzone DragonX,Zac,0,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,8,0,Middle,PawN,Kingzone DragonX,Viktor,0,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,9,0,ADC,Deft,Kingzone DragonX,Caitlyn,0,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,10,0,Support,TusiN,Kingzone DragonX,Braum,0,,,
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,100,1,team,,SK Telecom T1,,1,4.0,1.0,10.0
ESPORTSTMNT02/1000799,LCK,2019,Spring,2019-02-13 13:06:52,200,0,team,,Kingzone DragonX,,0,0.0,0.0,1.0
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,1,1,Top,Nuguri,DWG KIA,Sylas,1,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,2,1,Jungle,Canyon,DWG KIA,Lee Sin,1,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,3,1,Middle,ShowMaker,DWG KIA,LeBlanc,1,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,4,1,ADC,Nuclear,DWG KIA,Ashe,1,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,5,1,Support,Hoit,DWG KIA,Tahm Kench,1,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,6,0,Top,Kiin,Afreeca Freecs,Darius,0,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,7,0,Jungle,Dread,Afreeca Freecs,Jarvan IV,0,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,8,0,Middle,Ucal,Afreeca Freecs,Galio,0,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,9,0,ADC,Aiming,Afreeca Freecs,Kalista,0,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,10,0,Support,Jelly,Afreeca Freecs,Thresh,0,,,
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,100,1,team,,DWG KIA,,1,3.0,1.0,9.0
ESPORTSTMNT02/1011098,LCK,2019,Spring,2019-02-14 06:41:45,200,0,team,,Afreeca Freecs,,0,0.0,0.0,0.0
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,1,1,Top,Kiin,Afreeca Freecs,Urgot,0,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,2,1,Jungle,Spirit,Afreeca Freecs,Gragas,0,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,3,1,Middle,Ucal,Afreeca Freecs,Cassiopeia,0,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,4,1,ADC,Aiming,Afreeca Freecs,Sivir,0,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,5,1,Support,Jelly,Afreeca Freecs,Alistar,0,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,6,0,Top,Nuguri,DWG KIA,Jayce,1,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,7,0,Jungle,Punch,DWG KIA,Lee Sin,1,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,8,0,Middle,ShowMaker,DWG KIA,Zoe,1,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,9,0,ADC,Nuclear,DWG KIA,Ezreal,1,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,10,0,Support,Hoit,DWG KIA,Tahm Kench,1,,,
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,100,1,team,,Afreeca Freecs,,0,0.0,0.0,0.0
ESPORTSTMNT02/1001107,LCK,2019,Spring,2019-02-14 08:39:30,200,0,team,,DWG KIA,,1,3.0,1.0,10.0
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,1,1,Top,Summit,Liiv SANDBOX,Jayce,1,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,2,1,Jungle,OnFleek,Liiv SANDBOX,Lee Sin,1,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,3,1,Middle,Dove,Liiv SANDBOX,Lissandra,1,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,4,1,ADC,Ghost,Liiv SANDBOX,Viktor,1,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,5,1,Support,Joker,Liiv SANDBOX,Tahm Kench,1,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,6,0,Top,CheonGo,Jin Air Green Wings,Urgot,0,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,7,0,Jungle,Malrang,Jin Air Green Wings,Jarvan IV,0,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,8,0,Middle,Yaharong,Jin Air Green Wings,Zoe,0,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,9,0,ADC,Route,Jin Air Green Wings,Vladimir,0,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,10,0,Support,Kellin,Jin Air Green Wings,Thresh,0,,,
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,100,1,team,,Liiv SANDBOX,,1,5.0,1.0,10.0
ESPORTSTMNT02/1001151,LCK,2019,Spring,2019-02-14 10:53:22,200,0,team,,Jin Air Green Wings,,0,0.0,0.0,0.0
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,1,1,Top,CheonGo,Jin Air Green Wings,Ryze,0,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,2,1,Jungle,Malrang,Jin Air Green Wings,Elise,0,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,3,1,Middle,Yaharong,Jin Air Green Wings,Jayce,0,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,4,1,ADC,Route,Jin Air Green Wings,Ezreal,0,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,5,1,Support,Kellin,Jin Air Green Wings,Tahm Kench,0,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,6,0,Top,Summit,Liiv SANDBOX,Urgot,1,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,7,0,Jungle,OnFleek,Liiv SANDBOX,Lee Sin,1,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,8,0,Middle,Dove,Liiv SANDBOX,Cassiopeia,1,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,9,0,ADC,Ghost,Liiv SANDBOX,Sivir,1,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,10,0,Support,Joker,Liiv SANDBOX,Braum,1,,,
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,100,1,team,,Jin Air Green Wings,,0,1.0,0.0,1.0
ESPORTSTMNT02/1001169,LCK,2019,Spring,2019-02-14 11:56:56,200,0,team,,Liiv SANDBOX,,1,3.0,1.0,11.0
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,1,1,Top,Sword,Griffin,Fiora,1,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,2,1,Jungle,Tarzan,Griffin,Zac,1,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,3,1,Middle,Chovy,Griffin,Viktor,1,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,4,1,ADC,Viper,Griffin,Ezreal,1,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,5,1,Support,Lehends,Griffin,Galio,1,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,6,0,Top,Smeb,KT Rolster,Yorick,0,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,7,0,Jungle,UmTi,KT Rolster,Lee Sin,0,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,8,0,Middle,Bdd,KT Rolster,Zoe,0,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,9,0,ADC,Zenit,KT Rolster,Yasuo,0,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,10,0,Support,SnowFlower,KT Rolster,Gragas,0,,,
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,100,1,team,,Griffin,,1,3.0,0.0,10.0
ESPORTSTMNT02/1011492,LCK,2019,Spring,2019-02-15 07:03:58,200,0,team,,KT Rolster,,0,2.0,0.0,2.0
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,1,1,Top,Smeb,KT Rolster,Kennen,0,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,2,1,Jungle,UmTi,KT Rolster,Jarvan IV,0,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,3,1,Middle,Bdd,KT Rolster,LeBlanc,0,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,4,1,ADC,Zenit,KT Rolster,Yasuo,0,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,5,1,Support,SnowFlower,KT Rolster,Gragas,0,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,6,0,Top,Sword,Griffin,Urgot,1,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,7,0,Jungle,Tarzan,Griffin,Lee Sin,1,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,8,0,Middle,Chovy,Griffin,Zoe,1,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,9,0,ADC,Viper,Griffin,Darius,1,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,10,0,Support,Lehends,Griffin,Alistar,1,,,
ESPORTSTMNT02/1001528,LCK,2019,Spring,2019-02-15 08:56:45,100,1,team,,KT Rolster,,0,1.0,0.0,0.0
