gameid,league,year,split,date,playerid,side,position,player,team,champion,result,dragons,barons,towers
TRKR1/440185,LCK,2015,Spring,2015-01-16 11:18:35,10,0,Support,MadLife,CJ Entus,Thresh,0,,,
TRKR1/440185,LCK,2015,Spring,2015-01-16 11:18:35,100,1,team,,NaJin e-mFire,,1,0.0,0.0,8.0
TRKR1/440185,LCK,2015,Spring,2015-01-16 11:18:35,200,0,team,,CJ Entus,,0,0.0,0.0,2.0
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,1,1,Top,Shy,CJ Entus,Dr. Mundo,1,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,2,1,Jungle,Ambition,CJ Entus,Lee Sin,1,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,3,1,Middle,Coco,CJ Entus,LeBlanc,1,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,4,1,ADC,Space,CJ Entus,Sivir,1,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,5,1,Support,MadLife,CJ Entus,Morgana,1,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,6,0,Top,Duke,NaJin e-mFire,Gnar,0,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,7,0,Jungle,Watch,NaJin e-mFire,Jarvan IV,0,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,8,0,Middle,Ggoong,NaJin e-mFire,Ahri,0,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,9,0,ADC,Zefa,NaJin e-mFire,Tristana,0,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,10,0,Support,Pure,NaJin e-mFire,Thresh,0,,,
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,100,1,team,,CJ Entus,,1,0.0,3.0,11.0
TRKR1/450226,LCK,2015,Spring,2015-01-16 12:23:26,200,0,team,,NaJin e-mFire,,0,0.0,0.0,7.0
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,1,1,Top,CuVee,Samsung Galaxy,Lissandra,0,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,2,1,Jungle,Eve,Samsung Galaxy,Lee Sin,0,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,3,1,Middle,BlisS,Samsung Galaxy,Kassadin,0,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,4,1,ADC,Fury,Samsung Galaxy,Caitlyn,0,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,5,1,Support,Wraith,Samsung Galaxy,Nami,0,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,6,0,Top,Lilac,Incredible Miracle,Maokai,1,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,7,0,Jungle,Wisdom,Incredible Miracle,Jarvan IV,1,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,8,0,Middle,Frozen,Incredible Miracle,Lulu,1,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,9,0,ADC,Sonstar,Incredible Miracle,Sivir,1,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,10,0,Support,TusiN,Incredible Miracle,Janna,1,,,
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,100,1,team,,Samsung Galaxy,,0,0.0,0.0,2.0
TRKR1/440202,LCK,2015,Spring,2015-01-17 08:02:32,200,0,team,,Incredible Miracle,,1,0.0,0.0,7.0
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,1,1,Top,Lilac,Incredible Miracle,Kassadin,1,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,2,1,Jungle,Wisdom,Incredible Miracle,Jarvan IV,1,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,3,1,Middle,Frozen,Incredible Miracle,Lulu,1,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,4,1,ADC,Sonstar,Incredible Miracle,Corki,1,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,5,1,Support,TusiN,Incredible Miracle,Janna,1,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,6,0,Top,CuVee,Samsung Galaxy,Rumble,0,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,7,0,Jungle,Eve,Samsung Galaxy,Lee Sin,0,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,8,0,Middle,BlisS,Samsung Galaxy,Lissandra,0,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,9,0,ADC,Fury,Samsung Galaxy,Lucian,0,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,10,0,Support,Wraith,Samsung Galaxy,Thresh,0,,,
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,100,1,team,,Incredible Miracle,,1,0.0,1.0,9.0
TRKR1/450241,LCK,2015,Spring,2015-01-17 08:57:02,200,0,team,,Samsung Galaxy,,0,0.0,0.0,2.0
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,1,1,Top,Smeb,ROX Tigers,Lissandra,0,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,2,1,Jungle,Hojin,ROX Tigers,Jarvan IV,0,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,3,1,Middle,Kuro,ROX Tigers,Xerath,0,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,4,1,ADC,PraY,ROX Tigers,Sivir,0,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,5,1,Support,GorillA,ROX Tigers,Thresh,0,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,6,0,Top,TrAce,Jin Air Green Wings,Gnar,1,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,7,0,Jungle,Chaser,Jin Air Green Wings,Lee Sin,1,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,8,0,Middle,GBM,Jin Air Green Wings,Ahri,1,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,9,0,ADC,Pilot,Jin Air Green Wings,Corki,1,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,10,0,Support,Chei,Jin Air Green Wings,Annie,1,,,
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,100,1,team,,ROX Tigers,,0,0.0,0.0,3.0
TRKR1/450248,LCK,2015,Spring,2015-01-17 10:09:17,200,0,team,,Jin Air Green Wings,,1,0.0,2.0,9.0
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,1,1,Top,TrAce,Jin Air Green Wings,Maokai,0,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,2,1,Jungle,Chaser,Jin Air Green Wings,Jarvan IV,0,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,3,1,Middle,GBM,Jin Air Green Wings,Xerath,0,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,4,1,ADC,Pilot,Jin Air Green Wings,Corki,0,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,5,1,Support,Chei,Jin Air Green Wings,Janna,0,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,6,0,Top,Smeb,ROX Tigers,Lulu,1,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,7,0,Jungle,Hojin,ROX Tigers,Lee Sin,1,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,8,0,Middle,Kuro,ROX Tigers,LeBlanc,1,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,9,0,ADC,PraY,ROX Tigers,Kog'Maw,1,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,10,0,Support,GorillA,ROX Tigers,Nami,1,,,
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,100,1,team,,Jin Air Green Wings,,0,0.0,0.0,4.0
TRKR1/450250,LCK,2015,Spring,2015-01-17 11:29:01,200,0,team,,ROX Tigers,,1,0.0,0.0,8.0
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,1,1,Top,TrAce,Jin Air Green Wings,Lulu,0,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,2,1,Jungle,Chaser,Jin Air Green Wings,Rengar,0,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,3,1,Middle,GBM,Jin Air Green Wings,Jayce,0,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,4,1,ADC,Pilot,Jin Air Green Wings,Sivir,0,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,5,1,Support,Chei,Jin Air Green Wings,Thresh,0,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,6,0,Top,Smeb,ROX Tigers,Maokai,1,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,7,0,Jungle,Hojin,ROX Tigers,Jarvan IV,1,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,8,0,Middle,Kuro,ROX Tigers,LeBlanc,1,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,9,0,ADC,PraY,ROX Tigers,Corki,1,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,10,0,Support,GorillA,ROX Tigers,Morgana,1,,,
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,100,1,team,,Jin Air Green Wings,,0,0.0,0.0,3.0
TRKR1/450251,LCK,2015,Spring,2015-01-17 12:31:24,200,0,team,,ROX Tigers,,1,0.0,1.0,11.0
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,1,1,Top,Ssumday,KT Rolster,Gnar,1,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,2,1,Jungle,Score,KT Rolster,Rek'Sai,1,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,3,1,Middle,Nagne,KT Rolster,Azir,1,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,4,1,ADC,Arrow,KT Rolster,Sivir,1,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,5,1,Support,Hachani,KT Rolster,Morgana,1,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,6,0,Top,Shy,CJ Entus,Dr. Mundo,0,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,7,0,Jungle,Ambition,CJ Entus,Jarvan IV,0,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,8,0,Middle,Coco,CJ Entus,LeBlanc,0,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,9,0,ADC,Space,CJ Entus,Corki,0,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,10,0,Support,MadLife,CJ Entus,Thresh,0,,,
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,100,1,team,,KT Rolster,,1,0.0,1.0,7.0
TRKR1/450302,LCK,2015,Spring,2015-01-21 08:56:22,200,0,team,,CJ Entus,,0,0.0,0.0,8.0
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,1,1,Top,Shy,CJ Entus,Rumble,1,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,2,1,Jungle,Ambition,CJ Entus,Lee Sin,1,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,3,1,Middle,Coco,CJ Entus,LeBlanc,1,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,4,1,ADC,Space,CJ Entus,Tristana,1,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,5,1,Support,MadLife,CJ Entus,Janna,1,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,6,0,Top,Ssumday,KT Rolster,Sion,0,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,7,0,Jungle,Score,KT Rolster,Jarvan IV,0,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,8,0,Middle,Nagne,KT Rolster,Azir,0,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,9,0,ADC,Arrow,KT Rolster,Corki,0,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,10,0,Support,Hachani,KT Rolster,Thresh,0,,,
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,100,1,team,,CJ Entus,,1,0.0,1.0,12.0
TRKR1/450303,LCK,2015,Spring,2015-01-21 10:23:32,200,0,team,,KT Rolster,,0,0.0,0.0,2.0
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,1,1,Top,Ssumday,KT Rolster,Gnar,0,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,2,1,Jungle,Score,KT Rolster,Jarvan IV,0,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,3,1,Middle,Nagne,KT Rolster,Ahri,0,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,4,1,ADC,Arrow,KT Rolster,Tristana,0,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,5,1,Support,Hachani,KT Rolster,Morgana,0,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,6,0,Top,Shy,CJ Entus,Rumble,1,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,7,0,Jungle,Ambition,CJ Entus,Lee Sin,1,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,8,0,Middle,Coco,CJ Entus,Jayce,1,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,9,0,ADC,Space,CJ Entus,Corki,1,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,10,0,Support,MadLife,CJ Entus,Nami,1,,,
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,100,1,team,,KT Rolster,,0,0.0,0.0,2.0
TRKR1/450304,LCK,2015,Spring,2015-01-21 11:12:49,200,0,team,,CJ Entus,,1,0.0,0.0,10.0
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,1,1,Top,Lilac,Incredible Miracle,Maokai,0,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,2,1,Jungle,Wisdom,Incredible Miracle,Lee Sin,0,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,3,1,Middle,Frozen,Incredible Miracle,Lulu,0,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,4,1,ADC,Sonstar,Incredible Miracle,Sivir,0,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,5,1,Support,TusiN,Incredible Miracle,Veigar,0,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,6,0,Top,MaRin,SK Telecom T1,Gnar,1,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,7,0,Jungle,Bengi,SK Telecom T1,Jarvan IV,1,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,8,0,Middle,Easyhoon,SK Telecom T1,Cassiopeia,1,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,9,0,ADC,Bang,SK Telecom T1,Corki,1,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,10,0,Support,Piccaboo,SK Telecom T1,Nami,1,,,
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,100,1,team,,Incredible Miracle,,0,0.0,0.0,2.0
TRKR1/440313,LCK,2015,Spring,2015-01-23 07:57:46,200,0,team,,SK Telecom T1,,1,0.0,1.0,10.0
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,1,1,Top,MaRin,SK Telecom T1,Rumble,1,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,2,1,Jungle,Bengi,SK Telecom T1,Jarvan IV,1,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,3,1,Middle,Faker,SK Telecom T1,Ezreal,1,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,4,1,ADC,Bang,SK Telecom T1,Sivir,1,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,5,1,Support,Wolf,SK Telecom T1,Annie,1,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,6,0,Top,Lilac,Incredible Miracle,Lissandra,0,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,7,0,Jungle,Wisdom,Incredible Miracle,Lee Sin,0,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,8,0,Middle,Frozen,Incredible Miracle,Ahri,0,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,9,0,ADC,Sonstar,Incredible Miracle,Corki,0,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,10,0,Support,TusiN,Incredible Miracle,Thresh,0,,,
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,100,1,team,,SK Telecom T1,,1,0.0,0.0,8.0
TRKR1/440316,LCK,2015,Spring,2015-01-23 09:08:10,200,0,team,,Incredible Miracle,,0,0.0,0.0,2.0
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,1,1,Top,TrAce,Jin Air Green Wings,Morgana,1,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,2,1,Jungle,Chaser,Jin Air Green Wings,Jarvan IV,1,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,3,1,Middle,GBM,Jin Air Green Wings,Xerath,1,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,4,1,ADC,Cpt Jack,Jin Air Green Wings,Sivir,1,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,5,1,Support,Chei,Jin Air Green Wings,Janna,1,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,6,0,Top,Duke,NaJin e-mFire,Lissandra,0,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,7,0,Jungle,Watch,NaJin e-mFire,Lee Sin,0,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,8,0,Middle,Ggoong,NaJin e-mFire,Ahri,0,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,9,0,ADC,Zefa,NaJin e-mFire,Corki,0,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,10,0,Support,Pure,NaJin e-mFire,Lulu,0,,,
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,100,1,team,,Jin Air Green Wings,,1,0.0,3.0,11.0
TRKR1/440323,LCK,2015,Spring,2015-01-23 10:10:07,200,0,team,,NaJin e-mFire,,0,0.0,0.0,5.0
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,1,1,Top,Duke,NaJin e-mFire,Gnar,0,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,2,1,Jungle,Watch,NaJin e-mFire,Jarvan IV,0,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,3,1,Middle,Ggoong,NaJin e-mFire,Kassadin,0,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,4,1,ADC,Ohq,NaJin e-mFire,Sivir,0,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,5,1,Support,Cain,NaJin e-mFire,Leona,0,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,6,0,Top,TrAce,Jin Air Green Wings,Maokai,1,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,7,0,Jungle,Chaser,Jin Air Green Wings,Lee Sin,1,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,8,0,Middle,GBM,Jin Air Green Wings,Lissandra,1,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,9,0,ADC,Cpt Jack,Jin Air Green Wings,Corki,1,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,10,0,Support,Chei,Jin Air Green Wings,Annie,1,,,
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,100,1,team,,NaJin e-mFire,,0,0.0,0.0,7.0
TRKR1/440328,LCK,2015,Spring,2015-01-23 11:41:41,200,0,team,,Jin Air Green Wings,,1,0.0,3.0,10.0
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,1,1,Top,Shy,CJ Entus,Rumble,0,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,2,1,Jungle,Ambition,CJ Entus,Rengar,0,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,3,1,Middle,Coco,CJ Entus,Ezreal,0,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,4,1,ADC,Space,CJ Entus,Sivir,0,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,5,1,Support,MadLife,CJ Entus,Janna,0,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,6,0,Top,Smeb,ROX Tigers,Gnar,1,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,7,0,Jungle,Hojin,ROX Tigers,Jarvan IV,1,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,8,0,Middle,Kuro,ROX Tigers,Azir,1,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,9,0,ADC,PraY,ROX Tigers,Corki,1,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,10,0,Support,GorillA,ROX Tigers,Nami,1,,,
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,100,1,team,,CJ Entus,,0,0.0,0.0,9.0
TRKR1/450380,LCK,2015,Spring,2015-01-24 08:02:14,200,0,team,,ROX Tigers,,1,0.0,1.0,11.0
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,1,1,Top,Smeb,ROX Tigers,Kassadin,1,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,2,1,Jungle,Hojin,ROX Tigers,Lee Sin,1,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,3,1,Middle,Kuro,ROX Tigers,LeBlanc,1,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,4,1,ADC,PraY,ROX Tigers,Ezreal,1,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,5,1,Support,GorillA,ROX Tigers,Janna,1,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,6,0,Top,Shy,CJ Entus,Rumble,0,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,7,0,Jungle,Ambition,CJ Entus,Jarvan IV,0,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,8,0,Middle,Coco,CJ Entus,Orianna,0,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,9,0,ADC,Space,CJ Entus,Corki,0,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,10,0,Support,MadLife,CJ Entus,Nami,0,,,
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,100,1,team,,ROX Tigers,,1,0.0,1.0,11.0
TRKR1/450381,LCK,2015,Spring,2015-01-24 09:11:45,200,0,team,,CJ Entus,,0,0.0,0.0,2.0
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,1,1,Top,CuVee,Samsung Galaxy,Gnar,0,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,2,1,Jungle,Eve,Samsung Galaxy,Rek'Sai,0,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,3,1,Middle,BlisS,Samsung Galaxy,Lulu,0,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,4,1,ADC,Fury,Samsung Galaxy,Tristana,0,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,5,1,Support,Wraith,Samsung Galaxy,Nami,0,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,6,0,Top,Ssumday,KT Rolster,Sion,1,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,7,0,Jungle,Score,KT Rolster,Jarvan IV,1,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,8,0,Middle,Nagne,KT Rolster,Lissandra,1,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,9,0,ADC,Arrow,KT Rolster,Corki,1,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,10,0,Support,Hachani,KT Rolster,Annie,1,,,
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,100,1,team,,Samsung Galaxy,,0,0.0,0.0,1.0
TRKR1/450390,LCK,2015,Spring,2015-01-24 10:21:05,200,0,team,,KT Rolster,,1,0.0,1.0,11.0
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,1,1,Top,Ssumday,KT Rolster,Gnar,1,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,2,1,Jungle,Score,KT Rolster,Rek'Sai,1,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,3,1,Middle,Nagne,KT Rolster,Lissandra,1,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,4,1,ADC,Arrow,KT Rolster,Corki,1,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,5,1,Support,Hachani,KT Rolster,Morgana,1,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,6,0,Top,CuVee,Samsung Galaxy,Dr. Mundo,0,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,7,0,Jungle,Eve,Samsung Galaxy,Lee Sin,0,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,8,0,Middle,BlisS,Samsung Galaxy,Lulu,0,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,9,0,ADC,Fury,Samsung Galaxy,Tristana,0,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,10,0,Support,Wraith,Samsung Galaxy,Janna,0,,,
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,100,1,team,,KT Rolster,,1,0.0,1.0,9.0
TRKR1/450392,LCK,2015,Spring,2015-01-24 11:22:08,200,0,team,,Samsung Galaxy,,0,0.0,0.0,0.0
TRKR1/450440,LCK,2015,Spring,2015-01-28 08:55:58,1,1,Top,Lilac,Incredible Miracle,Gnar,1,,,
TRKR1/450440,LCK,2015,Spring,2015-01-28 08:55:58,2,1,Jungle,Wisdom,Incredible Miracle,Jarvan IV,1,,,
TRKR1/450440,LCK,2015,Spring,2015-01-28 08:55:58,3,1,Middle,Frozen,Incredible Miracle,Xerath,1,,,
TRKR1/450440,LCK,2015,Spring,2015-01-28 08:55:58,4,1,ADC,Sonstar,Incredible Miracle,Sivir,1,,,
TRKR1/450440,LCK,2015,Spring,2015-01-28 08:55:58,5,1,Support,TusiN,Incredible Miracle,Thresh,1,,,
TRKR1/450440,LCK,2015,Spring,2015-01-28 08:55:58,6,0,Top,TrAce,Jin Air Green Wings,Dr. Mundo,0,,,
TRKR1/450440,LCK,2015,Spring,2015-01-28 08:55:58,7,0,Jungle,Chaser,Jin Air Green Wings,Lee Sin,0,,,
TRKR1/450440,LCK,2015,Spring,2015-01-28 08:55:58,8,0,Middle,GBM,Jin Air Green Wings,Kassadin,0,,,
