Year,Season,Champion,Pos,GP,P+B%,W%
20,Spring,Sett,Jungle,2,98.7,50
20,Spring,Sett,Middle,6,98.7,33
20,Spring,Sett,Support,11,98.7,55
20,Spring,Sett,Top,62,98.7,50
20,Spring,Shen,Support,3,3.1,67
20,Spring,Shen,Top,1,3.1,0
20,Spring,Sion,Support,1,1.3,100
20,Spring,Sion,Top,2,1.3,50
20,Spring,Sivir,ADC,1,1.8,0
20,Spring,Soraka,ADC,1,26.9,0
20,Spring,Soraka,Middle,1,26.9,0
20,Spring,Soraka,Top,12,26.9,58
20,Spring,Sylas,Jungle,6,26.9,33
20,Spring,Sylas,Middle,11,26.9,55
20,Spring,Sylas,Top,14,26.9,50
20,Spring,Syndra,ADC,3,30.9,33
20,Spring,Syndra,Middle,31,30.9,42
20,Spring,Tahm Kench,Support,42,29.6,57
20,Spring,Taliyah,Jungle,2,8.1,50
20,Spring,Taliyah,Middle,4,8.1,25
20,Spring,Taric,Support,64,43.0,52
20,Spring,Thresh,Support,36,28.3,47
20,Spring,Tristana,Middle,2,0.9,100
20,Spring,Trundle,Jungle,59,45.3,61
20,Spring,Tryndamere,Top,1,0.9,0
20,Spring,Twitch,ADC,1,0.4,0
20,Spring,Varus,ADC,45,53.8,58
20,Spring,Varus,Middle,4,53.8,50
20,Spring,Vayne,ADC,2,1.3,50
20,Spring,Vayne,Top,1,1.3,0
20,Spring,Vel'Koz,Middle,3,2.2,100
20,Spring,Viktor,Middle,11,8.1,36
20,Spring,Viktor,Top,3,8.1,33
20,Spring,Vladimir,Top,2,0.9,50
20,Spring,Volibear,Support,5,6.7,60
20,Spring,Xayah,ADC,20,14.3,45
20,Spring,Xin Zhao,Jungle,1,0.4,0
20,Spring,Yasuo,Middle,2,5.4,50
20,Spring,Yuumi,Support,36,43.0,39
20,Spring,Zac,Jungle,1,0.9,0
20,Spring,Ziggs,ADC,3,3.1,0
20,Spring,Ziggs,Middle,3,3.1,33
20,Spring,Zilean,Middle,5,9.4,80
20,Spring,Zilean,Top,4,9.4,50
20,Spring,Zoe,Middle,67,70.9,52
20,Summer,Aatrox,Top,24,17.5,33
20,Summer,Akali,Middle,11,16.1,64
20,Summer,Akali,Top,10,16.1,70
20,Summer,Alistar,Support,5,3.8,80
20,Summer,Aphelios,ADC,80,56.9,46
20,Summer,Ashe,ADC,77,49.8,53
20,Summer,Azir,Middle,64,63.5,56
20,Summer,Bard,Support,46,50.2,54
20,Summer,Blitzcrank,Support,10,5.2,50
20,Summer,Braum,Support,32,21.8,50
20,Summer,Caitlyn,ADC,31,24.2,48
20,Summer,Camille,Middle,1,33.2,0
20,Summer,Camille,Top,37,33.2,73
20,Summer,Cassiopeia,Middle,1,0.5,0
20,Summer,Cho'Gath,Top,1,0.5,0
20,Summer,Corki,Middle,17,13.3,53
20,Summer,Darius,Top,1,0.5,0
20,Summer,Ekko,Jungle,3,8.5,33
20,Summer,Ekko,Middle,11,8.5,45
20,Summer,Elise,Jungle,2,3.3,0
20,Summer,Evelynn,Jungle,1,0.5,0
20,Summer,Ezreal,ADC,89,73.0,51
20,Summer,Fiddlesticks,Jungle,1,1.4,100
20,Summer,Fiddlesticks,Middle,1,1.4,0
20,Summer,Fiora,Top,2,0.9,0
20,Summer,Galio,Middle,27,30.3,33
20,Summer,Galio,Support,3,30.3,67
20,Summer,Gangplank,Top,6,5.2,17
20,Summer,Gnar,Top,14,10.9,29
20,Summer,Gragas,Jungle,3,5.2,33
20,Summer,Gragas,Middle,2,5.2,50
20,Summer,Gragas,Support,4,5.2,25
20,Summer,Gragas,Top,1,5.2,100
20,Summer,Graves,Jungle,25,13.3,20
20,Summer,Hecarim,Jungle,3,2.4,0
20,Summer,Hecarim,Top,1,2.4,0
20,Summer,Heimerdinger,ADC,3,4.7,0
20,Summer,Illaoi,Top,6,10.0,17
20,Summer,Irelia,Middle,3,8.5,33
20,Summer,Irelia,Top,6,8.5,50
20,Summer,Janna,Support,2,1.4,0
20,Summer,Jarvan IV,Jungle,13,9.0,23
20,Summer,Jax,Jungle,1,2.8,0
20,Summer,Jax,Top,2,2.8,0
20,Summer,Jayce,Middle,2,50.2,100
20,Summer,Jayce,Top,43,50.2,58
20,Summer,Jhin,ADC,12,6.2,42
20,Summer,Jinx,ADC,1,0.5,100
20,Summer,Kai'Sa,ADC,6,3.8,0
20,Summer,Kalista,ADC,43,70.1,49
20,Summer,Karma,Middle,22,89.6,36
20,Summer,Karma,Support,17,89.6,47
20,Summer,Karma,Top,14,89.6,64
20,Summer,Karthus,Jungle,4,5.2,75
20,Summer,Kassadin,Middle,6,4.3,67
20,Summer,Kayle,Support,1,5.2,100
20,Summer,Kayle,Top,6,5.2,33
20,Summer,Kennen,Top,50,44.1,56
20,Summer,Kha'Zix,Jungle,3,1.4,33
20,Summer,Kindred,Jungle,4,1.9,50
20,Summer,Kled,Top,1,0.5,0
20,Summer,Kog'Maw,ADC,1,0.5,0
20,Summer,LeBlanc,Middle,23,31.3,43
20,Summer,Lee Sin,Jungle,63,40.3,51
20,Summer,Leona,Support,31,22.3,48
20,Summer,Lillia,Jungle,10,8.1,100
20,Summer,Lissandra,Middle,4,2.4,50
20,Summer,Lucian,ADC,7,30.3,57
20,Summer,Lucian,Middle,7,30.3,43
20,Summer,Lucian,Top,13,30.3,38
20,Summer,Lulu,Middle,2,9.0,0
20,Summer,Lulu,Support,13,9.0,46
20,Summer,Lux,Middle,1,7.6,0
20,Summer,Lux,Support,12,7.6,42
20,Summer,Malphite,Top,3,1.9,67
20,Summer,Malzahar,Middle,1,0.5,0
20,Summer,Maokai,ADC,1,4.7,0
20,Summer,Maokai,Support,6,4.7,67
20,Summer,Miss Fortune,ADC,8,3.8,50
20,Summer,Mordekaiser,Top,26,25.6,42
20,Summer,Morgana,Middle,1,8.5,100
20,Summer,Morgana,Support,5,8.5,40
20,Summer,Nautilus,Support,64,45.5,56
20,Summer,Neeko,Middle,2,1.9,0
20,Summer,Neeko,Top,2,1.9,50
20,Summer,Nidalee,Jungle,46,42.2,61
20,Summer,Nocturne,Jungle,1,0.5,0
20,Summer,Olaf,Jungle,58,44.5,53
20,Summer,Orianna,Middle,25,17.5,36
20,Summer,Ornn,Top,28,21.3,43
20,Summer,Pantheon,Middle,2,33.2,0
20,Summer,Pantheon,Support,24,33.2,54
20,Summer,Pantheon,Top,1,33.2,0
20,Summer,Poppy,Jungle,3,6.2,67
20,Summer,Poppy,Support,1,6.2,100
20,Summer,Poppy,Top,2,6.2,0
20,Summer,Pyke,Support,1,1.4,100
20,Summer,Qiyana,Middle,3,4.7,0
20,Summer,Quinn,Top,4,4.7,25
20,Summer,Rakan,Support,10,5.2,40
20,Summer,Rek'Sai,Jungle,15,14.7,53
20,Summer,Renekton,Middle,1,38.9,100
20,Summer,Renekton,Top,43,38.9,56
20,Summer,Rumble,Middle,1,1.9,0
20,Summer,Rumble,Support,2,1.9,0
20,Summer,Ryze,Top,2,0.9,0
20,Summer,Sejuani,Jungle,7,6.2,43
20,Summer,Sejuani,Support,1,6.2,100
20,Summer,Senna,ADC,31,40.3,68
20,Summer,Senna,Support,6,40.3,17
20,Summer,Sett,Jungle,24,91.9,75
20,Summer,Sett,Middle,10,91.9,70
20,Summer,Sett,Support,17,91.9,53
20,Summer,Sett,Top,7,91.9,43
20,Summer,Shen,Support,6,2.8,33
20,Summer,Shyvana,Jungle,1,0.5,0
20,Summer,Sion,Support,1,0.5,0
20,Summer,Sivir,ADC,1,0.9,100
20,Summer,Skarner,Jungle,1,0.9,0
20,Summer,Sona,ADC,1,1.4,0
20,Summer,Soraka,Support,1,0.9,0
20,Summer,Sylas,Middle,34,33.2,50
20,Summer,Sylas,Top,11,33.2,45
20,Summer,Syndra,ADC,3,29.9,33
20,Summer,Syndra,Middle,23,29.9,39
20,Summer,Tahm Kench,Support,31,27.5,52
20,Summer,Taliyah,Jungle,1,0.9,0
20,Summer,Taliyah,Middle,1,0.9,100
20,Summer,Taric,Support,11,14.2,55
20,Summer,Thresh,Support,29,19.0,48
20,Summer,Trundle,Jungle,75,54.5,43
20,Summer,Twisted Fate,Middle,46,85.3,67
20,Summer,Twitch,ADC,1,0.5,100
20,Summer,Urgot,Top,3,2.4,100
20,Summer,Varus,ADC,15,47.4,53
20,Summer,Viktor,Middle,2,0.9,0
20,Summer,Vladimir,Top,4,2.8,75
20,Summer,Volibear,Jungle,53,71.6,57
20,Summer,Volibear,Top,9,71.6,22
20,Summer,Wukong,ADC,1,51.7,0
20,Summer,Wukong,Jungle,1,51.7,0
20,Summer,Wukong,Support,6,51.7,67
20,Summer,Wukong,Top,39,51.7,59
20,Summer,Xayah,ADC,7,3.3,43
20,Summer,Yasuo,ADC,1,0.9,100
20,Summer,Yuumi,Support,20,28.4,40
20,Summer,Zed,Middle,1,0.5,0
20,Summer,Ziggs,ADC,2,1.4,100
20,Summer,Ziggs,Middle,1,1.4,100
20,Summer,Zilean,Support,2,1.4,50
20,Summer,Zoe,Middle,63,60.2,59
20,Summer,Zyra,Support,2,0.9,0
21,Spring,Aatrox,Middle,1,27.0,100
21,Spring,Aatrox,Top,28,27.0,43
21,Spring,Akali,Middle,1,17.2,100
21,Spring,Akali,Top,5,17.2,60
21,Spring,Alistar,Support,89,68.4,48
21,Spring,Aphelios,ADC,43,45.1,51
21,Spring,Ashe,ADC,1,0.5,0
21,Spring,Azir,Middle,62,62.3,50
21,Spring,Blitzcrank,Support,1,0.5,0
21,Spring,Braum,Support,2,0.9,50
21,Spring,Camille,Top,37,40.0,51
21,Spring,Cassiopeia,Middle,1,1.4,0
21,Spring,Cassiopeia,Top,2,1.4,0
21,Spring,Cho'Gath,Top,6,3.3,50
21,Spring,Corki,Middle,2,0.9,50
21,Spring,Dr. Mundo,Jungle,5,3.3,20
21,Spring,Ezreal,ADC,15,13.5,73
21,Spring,Fizz,Top,1,0.5,100
21,Spring,Galio,Middle,6,27.9,33
21,Spring,Galio,Support,22,27.9,55
21,Spring,Gangplank,Top,15,14.0,33
21,Spring,Gnar,Top,81,89.8,44
21,Spring,Gragas,Middle,1,65.1,100
21,Spring,Gragas,Support,27,65.1,52
21,Spring,Gragas,Top,50,65.1,52
21,Spring,Graves,Jungle,55,44.2,51
21,Spring,Hecarim,Jungle,35,34.4,54
21,Spring,Heimerdinger,Support,1,0.5,100
21,Spring,Irelia,Middle,2,19.1,50
21,Spring,Irelia,Top,9,19.1,78
21,Spring,Janna,Support,1,0.5,100
21,Spring,Jarvan IV,Jungle,2,5.1,50
21,Spring,Jarvan IV,Support,5,5.1,60
21,Spring,Jax,Top,1,0.9,0
21,Spring,Jayce,Top,22,25.1,55
21,Spring,Jhin,ADC,13,6.0,23
21,Spring,Jinx,ADC,17,9.8,65
21,Spring,Kai'Sa,ADC,153,87.4,46
21,Spring,Kalista,ADC,16,34.9,63
21,Spring,Karma,Support,2,1.4,50
21,Spring,Karma,Top,1,1.4,0
21,Spring,Karthus,Jungle,2,1.4,50
21,Spring,Kayle,Top,1,0.5,0
21,Spring,Kayn,Jungle,6,4.7,50
21,Spring,Kennen,Top,6,7.9,50
21,Spring,Kindred,Jungle,11,9.3,64
21,Spring,Kled,Top,1,0.5,0
21,Spring,Kog'Maw,ADC,1,0.5,0
21,Spring,LeBlanc,Middle,1,0.5,0
21,Spring,Lee Sin,Jungle,4,1.9,25
21,Spring,Leona,Support,39,22.8,54
21,Spring,Lillia,Jungle,64,57.7,44
21,Spring,Lillia,Middle,1,57.7,100
21,Spring,Lucian,ADC,1,27.9,0
21,Spring,Lucian,Middle,14,27.9,79
21,Spring,Lulu,Support,3,4.7,67
21,Spring,Lulu,Top,2,4.7,50
21,Spring,Malphite,Top,2,1.4,50
21,Spring,Maokai,Support,5,6.0,100
21,Spring,Miss Fortune,ADC,3,1.9,33
21,Spring,Mordekaiser,Top,4,1.9,50
21,Spring,Nasus,Top,1,0.5,0
21,Spring,Nautilus,Support,25,17.2,56
21,Spring,Neeko,Support,2,1.4,100
21,Spring,Neeko,Top,1,1.4,0
21,Spring,Nidalee,Jungle,69,51.2,49
21,Spring,Nocturne,Middle,2,2.8,0
21,Spring,Olaf,Jungle,67,60.0,45
21,Spring,Orianna,Middle,78,60.0,50
21,Spring,Ornn,Top,20,22.8,65
21,Spring,Pantheon,Jungle,18,34.4,44
21,Spring,Pantheon,Middle,2,34.4,0
21,Spring,Pantheon,Support,1,34.4,0
21,Spring,Pantheon,Top,2,34.4,100
21,Spring,Pyke,Support,3,1.4,33
21,Spring,Quinn,Top,5,6.5,60
21,Spring,Rakan,Support,31,25.1,42
21,Spring,Rek'Sai,Jungle,1,0.5,0
21,Spring,Rell,Support,82,80.0,46
21,Spring,Renekton,Middle,3,81.9,67
21,Spring,Renekton,Top,53,81.9,57
21,Spring,Rumble,Middle,1,3.3,100
21,Spring,Rumble,Top,3,3.3,33
21,Spring,Ryze,Middle,4,1.9,25
21,Spring,Samira,ADC,61,49.3,43
21,Spring,Senna,ADC,17,20.5,76
21,Spring,Senna,Support,2,20.5,0
21,Spring,Seraphine,Middle,19,63.3,58
21,Spring,Seraphine,Support,10,63.3,50
21,Spring,Sett,Middle,8,23.7,38
21,Spring,Sett,Support,17,23.7,29
21,Spring,Sett,Top,4,23.7,25
21,Spring,Shen,Support,3,2.3,33
21,Spring,Shen,Top,1,2.3,0
21,Spring,Sion,Middle,5,33.5,40
21,Spring,Sion,Top,46,33.5,54
21,Spring,Sivir,ADC,1,0.5,0
21,Spring,Skarner,Jungle,4,4.2,25
21,Spring,Sylas,Middle,2,7.0,50
21,Spring,Sylas,Top,6,7.0,50
21,Spring,Syndra,Middle,83,61.4,52
21,Spring,Tahm Kench,ADC,1,7.4,0
21,Spring,Tahm Kench,Support,11,7.4,64
21,Spring,Taliyah,Jungle,19,48.4,89
21,Spring,Thresh,Support,44,60.5,57
21,Spring,Tristana,ADC,35,30.2,49
21,Spring,Tristana,Middle,1,30.2,0
21,Spring,Trundle,Jungle,1,0.5,0
21,Spring,Twisted Fate,Middle,14,25.6,21
21,Spring,Udyr,Jungle,66,69.8,53
21,Spring,Varus,ADC,4,2.3,75
21,Spring,Vayne,ADC,8,3.7,50
21,Spring,Veigar,Middle,1,0.5,0
21,Spring,Viktor,Middle,52,34.0,48
21,Spring,Vladimir,Top,1,0.5,0
21,Spring,Volibear,Jungle,1,7.9,100
21,Spring,Volibear,Top,10,7.9,50
21,Spring,Wukong,Top,3,1.4,33
21,Spring,Xayah,ADC,40,23.7,58
21,Spring,Yone,Middle,10,20.9,60
21,Spring,Yuumi,Support,2,0.9,0
21,Spring,Zilean,Middle,3,1.4,67
21,Spring,Zoe,Middle,50,39.5,52
